,t1,t2,AR1,HW,theta,RF
0,0,24,582.3732190985708,1363.2384573715572,1563.895655368212,977.3550866217223
1,0,25,577.6406523414256,1136.4967442384216,1151.9092426003626,770.2763571287265
2,0,26,594.0607644647966,1021.9831282146673,990.9191512412591,706.1490562100659
3,0,27,566.3623919354172,854.9617769728771,801.6398017255757,715.128528474371
4,0,28,455.47141678535775,578.0639841085732,498.44213561829207,378.8273242205357
5,0,29,469.9354719154207,506.1840588180853,457.8395046065531,444.2138455745236
6,0,30,605.3073917985834,589.577890325314,551.8744161495454,527.296202103484
7,0,31,606.3698053979815,600.6543421651954,564.4215578811741,636.4975557243183
8,0,32,577.5280082207249,543.0629311167306,519.2681538381439,567.5245015966063
9,0,33,568.2874002488378,537.9630491222315,525.8906819891321,546.9288885306099
10,0,34,631.1797345311004,671.5437318480375,696.6239723118778,745.4243342873599
11,0,35,582.9894217756901,595.4111862748274,590.4059952355249,733.7836840069593
12,0,36,387.65593439125024,514.4927622429941,551.0834537332506,478.95082446771
13,0,37,414.34237919815257,543.603612098411,567.1206490065033,552.3004993658263
14,0,38,464.66753063542296,556.9967790423544,573.5162725764742,485.5637058195418
15,0,39,475.2999484174864,561.4203428493673,554.4886794996308,524.5085479395115
16,0,40,352.1872803642909,338.86646145705794,351.35940200054546,245.42356254372677
17,0,41,429.3997189677153,367.32861995513684,437.19868724347054,306.67690581023214
18,0,42,440.09555408627546,391.34403635604195,426.72590805940376,349.6475256566794
19,0,43,422.17558263374286,384.88562214140507,453.02636457257114,341.7888524349461
20,0,44,359.17715291949264,289.0338946711018,322.45372616388386,341.0496952886884
21,0,45,397.9385888653694,327.21459240211783,382.3379083690326,375.24807052869386
22,0,46,364.62612180645834,234.14884253117813,282.89643596970694,351.65550493963565
23,0,47,303.4901396549654,180.1585978853409,176.5517800190838,248.9508856366718
24,0,48,266.50951974201047,203.36698882748394,206.8437405882308,245.9060228561693
25,0,49,453.6364168322571,338.49740440823507,347.68025907071626,356.6248553630212
26,0,50,469.12675923773855,341.57752396480396,348.999532477564,352.30772489204094
27,0,51,430.068570524386,330.1720981208215,333.4110247551456,313.25343326737374
28,0,52,433.7772018918889,391.29268282342986,387.5162576100515,358.5607986450458
29,0,53,413.7367626542537,386.7641175681186,386.52885886690535,326.7158244754472
30,0,54,416.3752561667862,398.12964388921995,389.77204738545925,328.055063956402
31,0,55,355.86153283300774,510.4877315182456,539.1805359519274,408.56169073635186
32,0,56,466.4441938196532,556.237424046845,580.9031934037515,647.2011101115215
33,0,57,561.5675777921568,561.1417640746704,561.9535101561108,653.5890893624199
34,0,58,579.8908320333852,522.1119847816041,531.9742907236329,662.2476142457035
35,0,59,618.8871316012403,625.664547961197,614.4532284194689,742.9011925628125
36,0,60,617.1508049878064,612.8972785218856,604.2097612485754,733.3135721266738
37,0,61,566.3690472049184,508.04147399209796,586.8335949315386,641.4241364798503
38,0,62,502.2785935964377,516.7258473850593,495.24531224986697,400.50458053813384
39,0,63,435.6217677579053,578.8552624699859,569.2441209761444,428.703075780924
40,0,64,398.4742603301361,604.8992150938705,612.542036359653,410.1750110310392
41,0,65,458.2645208877388,507.608350184108,473.98122987432134,349.31975197185074
42,0,66,457.2509627941124,501.03029820307046,465.5654353073486,348.63513878759073
43,0,67,512.2381856927547,527.8932411292252,511.29192287290266,434.27668269302603
44,0,68,504.77639969423694,507.2350374706281,496.8918292214877,398.3221871251351
45,0,69,472.7164742471812,476.56067744410143,490.9202732828198,398.78097416516096
46,0,70,472.05529046863467,452.0217308692769,493.62412505226376,365.74218529417305
47,0,71,404.36615783056726,492.518955544783,442.5823816839397,351.8190205401207
48,0,72,632.0029362571164,804.158457945712,677.8666251964536,594.6220941069377
49,0,73,601.2262953231987,743.8080329085315,719.2618982354994,527.8576984170355
50,0,74,650.0795977832591,845.245554802183,703.0459829338258,593.2409460504983
51,0,75,734.892998366598,861.7229079448229,758.4239325547725,844.0584919667559
52,0,76,862.5500282474821,1004.3280423101364,893.598195568361,977.9935550903019
53,0,77,845.7932489161096,954.3441409537247,794.671584988537,1007.9751635271048
54,0,78,684.4102910697092,747.7971885619442,541.3283328772147,899.999143541412
55,0,79,672.9189530863947,764.0902574335403,564.4314206363579,884.6123818864954
56,0,80,678.6801049232491,734.2966114020737,489.2525259190131,869.7134688408213
57,0,81,817.6500933420893,840.410725910018,568.865094158056,822.6089588966789
58,0,82,758.3601198396117,581.6776988229639,455.8867725002334,709.2296467237634
59,0,83,844.160751088715,618.3835089834058,513.7240946389635,795.1247820809333
60,0,84,875.9437215152584,630.3572260035897,542.2197865289787,833.9551761323037
61,0,85,924.6672118296509,657.0392104704056,589.8296207390138,882.8909514900689
62,0,86,988.1686202056206,646.4394989553531,599.1821305485115,849.6342638682606
63,0,87,787.3251006971325,451.7650246405168,411.0801928168028,523.9684916928145
64,0,88,739.1450622108428,434.17002026665574,400.5536134186658,428.97834019283863
65,0,89,732.0521349398919,843.789854939109,779.4984356373262,843.2030343885332
66,0,90,693.3239746852831,897.5971759471897,805.6630392869654,897.0168771700033
67,0,91,621.8582547862792,958.7609340350675,843.4663400079479,909.7602343275239
68,0,92,685.3217480705032,1001.158532330082,915.6649678600558,931.3067246539003
69,0,93,715.247776719377,1021.4980214301564,879.1963404828299,888.8741169308108
70,0,94,816.9411824678552,998.4076694309538,890.1700266757794,942.7414396492366
71,0,95,722.8823273440961,648.6300519531683,617.4191417419033,598.5058197306391
72,0,96,729.2426256057281,620.7639813239491,622.6255297675997,630.5487305832468
73,0,97,728.3298288847233,664.0602661855154,649.6043169018725,628.781451861051
74,0,98,647.5642812666356,650.4107235541043,566.3057170935028,568.2508446617119
