,t1,t2,AR1,HW,theta,RF
0,0,24,3138.398967303961,3107.1390086522483,3194.4306851975107,3017.9224708778956
1,0,25,2306.900566038738,2131.9870610093694,2101.5164300929036,2321.6898268219484
2,0,26,2920.9136771295625,2555.746378440933,2640.916254849493,3213.4021257570093
3,0,27,3045.6112259938227,2636.266384888423,2802.733765389557,3215.517461236296
4,0,28,3046.3816022596952,2708.325404473533,2845.6377902099866,3166.667672383561
5,0,29,2502.7449543685075,2022.915927492802,2052.8022104221404,2599.313601792558
6,0,30,2456.3365783482263,2027.9687448584766,2045.2778127726444,2446.451944503494
7,0,31,2489.9679336913523,1812.1948375400475,2012.5060683505296,2320.186259156515
8,0,32,1665.316457176846,1490.598653573424,1351.1045200277474,1356.9891733985767
9,0,33,1623.3628802099781,1519.965022033517,1407.7920462073218,1266.0492458939525
10,0,34,1690.8461536400866,1685.2893604861001,1530.4961939927975,1373.3960483030073
11,0,35,1571.1872834205417,1738.4789480173447,1542.6555379818794,1637.0957846448086
12,0,36,1782.6669116953396,2440.2673858318844,2192.0902329879777,1981.044603049642
13,0,37,1731.0361297204893,2663.8974557683778,2377.5222360188623,1846.3140104730537
14,0,38,1852.9861249514731,2671.5395097792484,2313.774868885563,1974.9819066830044
15,0,39,1696.5955832275754,2911.7751065356465,2524.666631017217,1932.3287501671507
16,0,40,1573.5660496832643,2491.8143777443065,2067.885561716646,1781.8753547265637
17,0,41,1912.4440847836897,3268.9623963546996,2816.7889015112564,2139.9193660327214
18,0,42,1656.386866736531,2641.6285902848654,2105.7533915567437,2114.301765269461
19,0,43,2083.181981343077,2984.2788999854406,2429.9976342737987,1956.343004222149
20,0,44,1892.6594051632885,2540.987817063375,1958.8636231841,1795.1710960841724
21,0,45,1862.8057831223916,2828.0401698379314,1867.5715258649755,1781.2263222821027
22,0,46,1866.6707729023833,2380.1390159339962,1881.8799382147304,1898.8467810966497
23,0,47,1408.355947649216,1670.0058111513995,1146.524664375899,1764.1051737947257
24,0,48,1542.5405045640455,2229.0419862778695,1445.12540925537,1587.009901793867
25,0,49,1062.6521717329645,2871.66931530285,1343.4075858007832,1668.9390713599978
26,0,50,1188.0046964889161,2357.9695639574484,1279.4804858861876,1823.7730551300715
27,0,51,1227.3938629373115,1583.3462962392327,1124.9309641181978,1903.8102771811627
28,0,52,1765.4688422145819,1560.9546518634238,1530.1625529779938,2206.915776087351
29,0,53,1755.971505535568,1656.2916815523022,1648.730134613538,2038.3885103828325
30,0,54,1649.2618040711525,1603.127191862111,1513.5241728157373,2083.969338500203
31,0,55,2099.1987783008026,1901.9556968283703,1843.9047606393829,2723.237263095248
32,0,56,1996.2068032558334,1775.5147230022708,1732.2861919626075,2384.559034333552
33,0,57,2274.8117856396916,1996.3986344768311,1941.3076759743744,2641.540628305665
34,0,58,1966.8057006956842,1540.79180303932,1582.916319245061,1953.6266665042258
35,0,59,2481.653325663086,2093.9508145828436,2011.125865710683,2525.9965016567207
36,0,60,2614.2787127539973,2162.9074518410252,2079.9944641364687,2588.9481678438833
37,0,61,2193.1025083430864,1601.4652405817517,1653.197259977513,2123.8533208391195
38,0,62,2320.074678118477,1754.2785179265018,1724.17934004778,2571.9248345944848
39,1,25,2316.491086870766,2123.9699247827753,2100.8427408465186,2429.8173255487636
40,1,26,2897.2151449027365,2567.448535684986,2670.378135451067,3185.969909990783
41,1,27,3017.2263452653665,2672.048322912772,2851.2049942897693,3321.001713039101
42,1,28,3018.5901539935203,2738.9293995672697,2886.184717909701,3286.8358925221532
43,1,29,2490.8060037349637,2023.6763894540518,2064.683830850081,2534.0944569429485
44,1,30,2426.885903827769,2027.7004454545092,2051.7959747406394,2532.078852894524
45,1,31,2441.592087633288,1833.996240894189,2044.046910909665,2483.6103993342804
46,1,32,1660.080862889572,1483.345487845845,1337.4919016984534,1328.3397545626988
47,1,33,1592.6535414505518,1514.2265685479651,1394.2667023096492,1211.4246427404591
48,1,34,1663.3146303163537,1674.3817917692768,1524.7948586520154,1228.013056081577
