,t1,t2,AR1,HW,theta,RF
0,0,24,264.13174375127954,410.7697420949474,323.67308818330866,247.00555257844735
1,0,25,256.7432704034014,475.7203592243898,386.4373326723338,264.6839805209943
2,0,26,281.48274224685167,619.9034191635619,520.6030312162969,317.12542219911836
3,0,27,262.082641037371,395.97238632298917,343.2125919177595,208.50549644831582
4,0,28,316.25788440419365,503.7757481151201,447.560813187581,234.79523018410183
5,0,29,223.89382951205442,294.9290676781378,202.60095608351168,148.62400856322844
6,0,30,150.23442258755765,237.8480001517209,221.53374177671992,123.4561292852924
7,0,31,190.36073367666555,272.8631012805843,269.7572601018674,121.97363550616721
8,0,32,220.8059116390264,319.890350247615,323.1633061000083,108.90192621882018
9,0,33,259.66790493074325,406.8739916821897,409.36423215115,138.43990890976738
10,0,34,277.85175878609544,462.95297487864826,461.97020682215316,138.61026294206394
11,0,35,233.1573189358661,231.5084872902471,243.4894059976035,137.77131069465884
12,0,36,274.68900663265595,279.8547101889634,271.59649720020144,208.768809903803
13,0,37,277.66367037938267,429.3149494910084,379.99135799683086,248.70753497492865
14,0,38,284.8517165530688,537.2845444554372,479.41185692770233,247.02208356272178
15,0,39,377.0105296877786,686.7077290364614,626.5849959394756,277.7878991820556
16,0,40,376.60869087823573,525.8227806418207,490.45444523984605,261.2252936906666
17,0,41,363.76474959245536,310.8358367567783,301.93605492227647,249.08675263590052
18,0,42,298.3814614050814,140.51956322326893,141.30132033260503,221.6495390199658
19,0,43,240.9362013193289,200.5769371042482,187.05104981221962,240.91185165222265
20,0,44,326.4641460476809,196.64204209030507,197.44450298250143,433.51755604997163
21,0,45,245.3610208522835,359.57376953110844,343.9054960469504,413.9763535568241
22,0,46,252.07673205567133,312.2933322864939,305.3164494005613,462.6815144628252
23,0,47,290.33818534323706,308.45406078594203,304.8265770844559,497.783768069796
24,0,48,350.1248604597593,285.2787594871913,279.9340158916194,548.1392956532305
25,0,49,401.10209872160175,367.01541301029977,353.11730524858075,588.1786675252827
26,0,50,370.35014826240035,268.29735053983046,267.2577035842984,478.7189692262131
27,0,51,407.6958606624456,395.6348482375071,374.33352562981713,496.5783616579867
28,0,52,379.1877206749652,301.43821359089526,291.3249682483655,407.78012571376695
29,0,53,426.15230180729384,220.65024562256912,223.21862049912147,318.0268983801134
30,0,54,414.72517793901955,159.89516592769814,165.3498646759806,268.85588970538276
31,0,55,383.06008260305964,161.104677500507,160.36445162835844,273.20865204703426
32,0,56,417.83897570582883,168.81880719694317,172.42806106874846,225.56032929824073
33,0,57,430.74167561067196,210.0084834233239,211.99629656554308,234.04684063744202
