Date,Close
5/9/2023,16.997
5/10/2023,17.027
5/11/2023,16.84
5/12/2023,16.742
5/15/2023,17.115
5/16/2023,17.487
5/17/2023,17.811
5/18/2023,18.085
5/19/2023,18.174
5/22/2023,17.703
5/23/2023,17.576
5/24/2023,18.35
5/25/2023,18.928
5/26/2023,18.919
5/30/2023,18.732
5/31/2023,18.223
6/1/2023,17.978
6/2/2023,18.125
6/5/2023,18.379
6/6/2023,17.909
6/7/2023,17.076
6/8/2023,17.566
6/9/2023,17.242
6/12/2023,16.919
6/13/2023,16.242
6/14/2023,17.095
6/15/2023,17.713
6/16/2023,17.889
6/20/2023,17.664
6/21/2023,17.546
6/22/2023,17.791
6/23/2023,18.487
6/26/2023,18.468
6/27/2023,18.654
6/28/2023,18.085
6/29/2023,18.232
6/30/2023,17.997
7/3/2023,18.33
7/5/2023,18.713
7/6/2023,18.722
7/7/2023,19.428
7/10/2023,19.565
7/11/2023,19.074
7/12/2023,19.192
7/13/2023,19.094
7/14/2023,18.662
7/17/2023,17.985
7/18/2023,17.622
7/19/2023,17.494
7/20/2023,17.523
7/21/2023,17.887
7/24/2023,19.34
7/25/2023,19.222
7/26/2023,19.084
7/27/2023,20.056
7/28/2023,20.056
7/31/2023,20.262
8/1/2023,20.184
8/2/2023,20.547
8/3/2023,20.046
8/4/2023,20.675
8/7/2023,20.851
8/8/2023,19.978
8/9/2023,19.762
8/10/2023,19.516
8/11/2023,19.762
8/14/2023,19.389
8/15/2023,19.87
8/16/2023,18.76
8/17/2023,19.143
8/18/2023,18.937
8/21/2023,18.849
8/22/2023,19.536
8/23/2023,19.811
8/24/2023,20.341
8/25/2023,19.408
8/28/2023,19.094
8/29/2023,18.27
8/30/2023,18.387
8/31/2023,18.211
9/1/2023,18.996
9/5/2023,19.988
9/6/2023,20.321
9/7/2023,19.624
9/8/2023,20.056
9/11/2023,20.311
9/12/2023,20.184
9/13/2023,20.773
9/14/2023,20.773
9/15/2023,20.557
9/18/2023,19.546
9/19/2023,18.299
9/20/2023,16.817
9/21/2023,16.866
9/22/2023,17.288
9/25/2023,16.355
9/26/2023,15.904
9/27/2023,16.169
9/28/2023,15.413
9/29/2023,15.118
10/2/2023,15.796
10/3/2023,15.727
10/4/2023,15.835
10/5/2023,15.47
10/6/2023,15.45
10/9/2023,15.479
10/10/2023,15.588
10/11/2023,15.243
10/12/2023,15.874
10/13/2023,15.716
10/16/2023,15.509
10/17/2023,15.706
10/18/2023,15.637
10/19/2023,15.479
10/20/2023,15.726
10/23/2023,16.11
10/24/2023,16.869
10/25/2023,17.085
10/26/2023,16.967
10/27/2023,16.672
10/30/2023,17.046
10/31/2023,16.691
11/1/2023,17.332
11/2/2023,17.647
11/3/2023,17.548
11/6/2023,17.578
11/7/2023,17.046
11/8/2023,17.085
11/9/2023,17.42
11/10/2023,17.706
11/13/2023,17.854
11/14/2023,17.952
11/15/2023,18.465
11/16/2023,18.879
11/17/2023,19.243
11/20/2023,18.908
11/21/2023,19.233
11/22/2023,19.066
11/24/2023,19.263
11/27/2023,18.504
11/28/2023,18.13
11/29/2023,18.189
11/30/2023,18.426
12/1/2023,18.849
12/4/2023,17.972
12/5/2023,17.706
12/6/2023,17.608
12/7/2023,17.509
12/8/2023,17.115
12/11/2023,17.007
12/12/2023,16.75
12/13/2023,17.381
12/14/2023,17.411
12/15/2023,17.972
12/18/2023,18.218
12/19/2023,17.618
12/20/2023,18.051
12/21/2023,17.864
12/22/2023,17.509
12/26/2023,17.558
12/27/2023,17.44
12/28/2023,16.553
12/29/2023,15.952
1/2/2024,15.588
1/3/2024,15.292
1/4/2024,15.529
1/5/2024,16.307
1/8/2024,15.67
1/9/2024,15.76
1/10/2024,16.246
1/11/2024,16.722
1/12/2024,16.603
1/16/2024,16.434
1/17/2024,16.176
1/18/2024,16.216
1/19/2024,16.405
1/22/2024,16.494
1/23/2024,16.702
1/24/2024,16.683
1/25/2024,17.248
1/26/2024,17.516
1/29/2024,17.397
1/30/2024,17.109
1/31/2024,17.705
2/1/2024,17.705
2/2/2024,17.864
2/5/2024,17.963
2/6/2024,18.37
2/7/2024,18.509
2/8/2024,18.737
2/9/2024,18.717
2/12/2024,17.864
2/13/2024,16.861
2/14/2024,17.07
2/15/2024,17.04
2/16/2024,17.119
2/20/2024,16.673
2/21/2024,17.993
2/22/2024,18.419
2/23/2024,17.953
2/26/2024,18.419
2/27/2024,18.142
2/28/2024,17.735
2/29/2024,18.191
3/1/2024,18.032
3/4/2024,18.39
3/5/2024,18.132
3/6/2024,18.32
3/7/2024,18.062
3/8/2024,18.519
3/11/2024,18.796
3/12/2024,18.548
3/13/2024,18.429
3/14/2024,17.546
3/15/2024,17.278
3/18/2024,17.447
3/19/2024,17.556
3/20/2024,17.556
3/21/2024,17.963
3/22/2024,17.933
3/25/2024,17.447
3/26/2024,16.99
3/27/2024,16.871
3/28/2024,16.653
4/1/2024,16.782
4/2/2024,15.76
4/3/2024,15.928
4/4/2024,16.216
4/5/2024,15.834
4/8/2024,15.52
4/9/2024,15.81
4/10/2024,16.05
4/11/2024,15.93
4/12/2024,16.17
4/15/2024,15.79
4/16/2024,16.17
4/17/2024,16.2
4/18/2024,16.45
4/19/2024,17.26
4/22/2024,17.4
4/23/2024,17.01
4/24/2024,17.41
4/25/2024,17.14
4/26/2024,17.08
4/29/2024,17.61
4/30/2024,17.96
5/1/2024,18.13
5/2/2024,18.25
5/3/2024,18.34
5/6/2024,18.63
5/7/2024,18.53
5/8/2024,18.85
5/9/2024,18.8
5/10/2024,19.23
5/11/2024,19.07
5/12/2024,18.52
5/13/2024,18.71
5/14/2024,18.55
5/15/2024,18.45
5/16/2024,18.18
5/17/2024,18.46
5/18/2024,18.53
5/19/2024,18.43
5/20/2024,17.35
5/21/2024,16.94
