x,Q17300
0,8600.0
1,8400.0
2,9000.0
3,8200.0
4,7400.0
5,7700.0
6,7700.0
7,7800.0
8,8100.0
9,8100.0
10,7400.0
11,7800.0
12,7500.0
13,7700.0
14,8700.0
15,7700.0
16,7700.0
17,7100.0
18,6800.0
19,7200.0
20,8600.0
21,9000.0
22,8600.0
23,8200.0
24,7000.0
25,7200.0
26,7900.0
27,8000.0
28,6900.0
29,7500.0
30,6600.0
31,7000.0
32,7400.0
33,7700.0
34,7100.0
35,6700.0
36,6600.0
37,6600.0
38,6900.0
39,7100.0
40,7200.0
41,6900.0
42,7200.0
43,7500.0
44,7400.0
45,7900.0
46,8300.0
47,7900.0
48,7800.0
49,7900.0
50,7600.0
51,7200.0
52,8500.0
53,7400.0
54,7500.0
55,7700.0
56,7400.0
57,7400.0
58,7400.0
59,7600.0
60,7300.0
61,7900.0
62,8000.0
63,7600.0
64,8100.0
65,7700.0
66,7600.0
67,7700.0
68,7800.0
69,7500.0
70,7500.0
71,7500.0
72,7500.0
73,7500.0
74,7500.0
75,7500.0
76,7500.0
77,7500.0
78,7500.0
79,7500.0
80,7500.0
81,7500.0
82,7500.0
83,7500.0
84,7500.0
85,7500.0
86,7500.0
87,7500.0
88,7500.0
89,7500.0
90,7500.0
91,7500.0
92,7500.0
93,7500.0
94,7500.0
95,7500.0
96,7500.0
97,7500.0
98,7500.0
99,7500.0
100,7500.0
101,7500.0
102,7500.0
103,7500.0
104,7500.0
105,7500.0
106,7500.0
107,7500.0
108,7500.0
109,7500.0
110,7500.0
111,7500.0
112,7500.0
113,7500.0
114,7500.0
115,7500.0
116,7500.0
117,7500.0
118,7500.0
119,7500.0
120,7500.0
121,7500.0
122,7500.0
123,7500.0
124,7500.0
125,7500.0
126,7500.0
127,7500.0
128,7500.0
129,7500.0
130,7500.0
131,7500.0
132,7500.0
133,7500.0
134,7500.0
135,7500.0
136,7500.0
137,7500.0
138,7500.0
139,7500.0
140,7500.0
141,7500.0
142,7500.0
143,7500.0
144,7500.0
145,7500.0
146,7500.0
147,7500.0
148,7500.0
149,7500.0
150,7500.0
151,7500.0
152,7500.0
153,7500.0
154,7500.0
155,7500.0
156,7500.0
157,7500.0
158,7500.0
159,7500.0
160,7500.0
161,7500.0
162,7500.0
163,7500.0
164,7500.0
165,7500.0
166,7500.0
167,7500.0
168,7500.0
169,7500.0
170,7500.0
171,7500.0
172,7500.0
173,7500.0
174,7500.0
175,7500.0
176,7500.0
177,7500.0
178,7500.0
179,7500.0
180,7500.0
181,7500.0
182,7500.0
183,7500.0
184,7500.0
185,7500.0
186,7500.0
187,7500.0
188,7500.0
189,7500.0
190,7500.0
191,7500.0
192,7500.0
193,7500.0
194,7500.0
195,7500.0
196,7500.0
197,7500.0
198,7500.0
199,7500.0
200,7500.0
201,7500.0
202,7500.0
203,7500.0
204,7500.0
205,7500.0
206,7500.0
207,7500.0
208,7500.0
209,7500.0
210,7500.0
211,7500.0
212,7500.0
213,7500.0
214,7500.0
215,7500.0
216,7500.0
217,7500.0
218,7500.0
219,7500.0
220,7500.0
221,7500.0
222,7500.0
223,7500.0
224,7500.0
225,7500.0
226,7500.0
227,7500.0
228,7500.0
229,7500.0
230,7500.0
231,7500.0
232,7500.0
233,7500.0
234,7500.0
235,7500.0
236,7500.0
237,7500.0
238,7500.0
239,7500.0
240,7500.0
241,7500.0
242,7500.0
243,7500.0
244,7500.0
245,7500.0
246,7500.0
247,7500.0
248,7500.0
249,7500.0
250,7500.0
251,7500.0
252,7500.0
253,7500.0
254,7500.0
255,7500.0
256,7500.0
257,7500.0
258,7500.0
259,7500.0
260,7500.0
261,7500.0
262,7500.0
263,7500.0
264,7500.0
265,7500.0
266,7500.0
267,7500.0
268,7500.0
269,7500.0
270,7500.0
271,7500.0
272,7500.0
273,7500.0
274,7500.0
275,7500.0
276,7500.0
277,7500.0
278,7500.0
279,7500.0
280,7500.0
281,7500.0
282,7500.0
283,7500.0
284,7500.0
285,7500.0
286,7500.0
287,7500.0
288,7500.0
289,7500.0
290,7500.0
291,7500.0
292,7500.0
293,7500.0
294,7500.0
295,7500.0
296,7500.0
297,7500.0
298,7500.0
299,7500.0
300,7500.0
301,7500.0
302,7500.0
303,7500.0
304,7500.0
305,7500.0
306,7500.0
307,7500.0
308,7500.0
309,7500.0
310,7500.0
311,7500.0
312,7500.0
313,7500.0
314,7500.0
315,7500.0
316,7500.0
317,7500.0
318,7500.0
319,7500.0
320,7500.0
321,7500.0
322,7500.0
323,7500.0
324,7500.0
325,7500.0
326,7500.0
327,7500.0
328,7500.0
329,7500.0
330,7500.0
331,7500.0
332,7500.0
333,7500.0
334,7500.0
335,7500.0
336,7500.0
337,7500.0
338,7500.0
339,7500.0
340,7500.0
341,7500.0
342,7500.0
343,7500.0
344,7500.0
345,7500.0
346,7500.0
347,7500.0
348,7500.0
349,7500.0
350,7500.0
351,7500.0
352,7500.0
353,7500.0
354,7500.0
355,7500.0
356,7500.0
357,7500.0
358,7500.0
359,7500.0
360,7500.0
361,7500.0
362,7500.0
363,7500.0
364,7500.0
365,7500.0
366,7500.0
367,7500.0
368,7500.0
369,7500.0
370,7500.0
371,7500.0
372,7500.0
373,7500.0
374,7500.0
375,7500.0
376,7500.0
377,7500.0
378,7500.0
379,7500.0
380,7500.0
381,7500.0
382,7500.0
383,7500.0
384,7500.0
385,7500.0
386,7500.0
387,7500.0
388,7500.0
389,7500.0
390,7500.0
391,7500.0
392,7500.0
