x,Q13187
0,11110.0
1,10440.0
2,10490.0
3,10610.0
4,9130.0
5,9160.0
6,9620.0
7,9710.0
8,9910.0
9,9890.0
10,10100.0
11,9850.0
12,9770.0
13,9690.0
14,9760.0
15,9790.0
16,10280.0
17,10150.0
18,10220.0
19,10240.0
20,10260.0
21,9340.0
22,10260.0
23,10000.0
24,9980.0
25,9840.0
26,9970.0
27,9980.0
28,10000.0
29,10050.0
30,9800.0
31,9730.0
32,10460.0
33,10270.0
34,10230.0
35,10160.0
36,9880.0
37,10000.0
38,9950.0
39,9940.0
40,10030.0
41,9690.0
42,9590.0
43,9930.0
44,10120.0
45,9960.0
46,9960.0
47,9750.0
48,10110.0
49,10020.0
50,10000.0
51,9960.0
52,10510.0
53,10020.0
54,10050.0
55,9900.0
56,11180.0
57,10060.0
58,10080.0
59,9830.0
60,9500.0
61,10050.0
62,9970.0
63,9830.0
64,9880.0
65,10320.0
66,10130.0
67,9970.0
68,9570.0
69,9840.0
70,9840.0
71,9840.0
72,9840.0
73,9840.0
74,9840.0
75,9840.0
76,9840.0
77,9840.0
78,9840.0
79,9840.0
80,9840.0
81,9840.0
82,9840.0
83,9840.0
84,9840.0
85,9840.0
86,9840.0
87,9840.0
88,9840.0
89,9840.0
90,9840.0
91,9840.0
92,9840.0
93,9840.0
94,9840.0
95,9840.0
96,9840.0
97,9840.0
98,9840.0
99,9840.0
100,9840.0
101,9840.0
102,9840.0
103,9840.0
104,9840.0
105,9840.0
106,9840.0
107,9840.0
108,9840.0
109,9840.0
110,9840.0
111,9840.0
112,9840.0
113,9840.0
114,9840.0
115,9840.0
116,9840.0
117,9840.0
118,9840.0
119,9840.0
120,9840.0
121,9840.0
122,9840.0
123,9840.0
124,9840.0
125,9840.0
126,9840.0
127,9840.0
128,9840.0
129,9840.0
130,9840.0
131,9840.0
132,9840.0
133,9840.0
134,9840.0
135,9840.0
136,9840.0
137,9840.0
138,9840.0
139,9840.0
140,9840.0
141,9840.0
142,9840.0
143,9840.0
144,9840.0
145,9840.0
146,9840.0
147,9840.0
148,9840.0
149,9840.0
150,9840.0
151,9840.0
152,9840.0
153,9840.0
154,9840.0
155,9840.0
156,9840.0
157,9840.0
158,9840.0
159,9840.0
160,9840.0
161,9840.0
162,9840.0
163,9840.0
164,9840.0
165,9840.0
166,9840.0
167,9840.0
168,9840.0
169,9840.0
170,9840.0
171,9840.0
172,9840.0
173,9840.0
174,9840.0
175,9840.0
176,9840.0
177,9840.0
178,9840.0
179,9840.0
180,9840.0
181,9840.0
182,9840.0
183,9840.0
184,9840.0
185,9840.0
186,9840.0
187,9840.0
188,9840.0
189,9840.0
190,9840.0
191,9840.0
192,9840.0
193,9840.0
194,9840.0
195,9840.0
196,9840.0
197,9840.0
198,9840.0
199,9840.0
200,9840.0
201,9840.0
202,9840.0
203,9840.0
204,9840.0
205,9840.0
206,9840.0
207,9840.0
208,9840.0
209,9840.0
210,9840.0
211,9840.0
212,9840.0
213,9840.0
214,9840.0
215,9840.0
216,9840.0
217,9840.0
218,9840.0
219,9840.0
220,9840.0
221,9840.0
222,9840.0
223,9840.0
224,9840.0
225,9840.0
226,9840.0
227,9840.0
228,9840.0
229,9840.0
230,9840.0
231,9840.0
232,9840.0
233,9840.0
234,9840.0
235,9840.0
236,9840.0
237,9840.0
238,9840.0
239,9840.0
240,9840.0
241,9840.0
242,9840.0
243,9840.0
244,9840.0
245,9840.0
246,9840.0
247,9840.0
248,9840.0
249,9840.0
250,9840.0
251,9840.0
252,9840.0
253,9840.0
254,9840.0
255,9840.0
256,9840.0
257,9840.0
258,9840.0
