x,Q18004
0,5730.0
1,5800.0
2,4020.0
3,8970.0
4,7000.0
5,7880.0
6,8950.0
7,7190.0
8,6800.0
9,4400.0
10,4990.0
11,6060.0
12,9250.0
13,7360.0
14,6740.0
15,8750.0
16,5900.0
17,5720.0
18,5930.0
19,9510.0
20,9120.0
21,3620.0
22,8930.0
23,8170.0
24,8450.0
25,7760.0
26,7430.0
27,8440.0
28,7550.0
29,7830.0
30,8910.0
31,6210.0
32,9090.0
33,6150.0
34,7360.0
35,9100.0
36,6790.0
37,4950.0
38,9690.0
39,8480.0
40,6530.0
41,3900.0
42,8510.0
43,5070.0
44,8980.0
45,9080.0
46,9420.0
47,8400.0
48,6260.0
49,5800.0
50,6640.0
51,8120.0
52,9640.0
53,6740.0
54,6830.0
55,4090.0
56,7710.0
57,8370.0
58,8700.0
59,9160.0
60,9240.0
61,8500.0
62,8220.0
63,8400.0
64,8580.0
65,8130.0
66,7550.0
67,9120.0
68,9560.0
69,9730.0
70,7820.0
71,7820.0
72,7820.0
73,7820.0
74,7820.0
75,7820.0
76,7820.0
77,7820.0
78,7820.0
79,7820.0
80,7820.0
81,7820.0
82,7820.0
83,7820.0
84,7820.0
85,7820.0
86,7820.0
87,7820.0
88,7820.0
89,7820.0
90,7820.0
91,7820.0
92,7820.0
93,7820.0
94,7820.0
95,7820.0
96,7820.0
97,7820.0
98,7820.0
99,7820.0
100,7820.0
101,7820.0
102,7820.0
103,7820.0
104,7820.0
105,7820.0
106,7820.0
107,7820.0
108,7820.0
109,7820.0
110,7820.0
111,7820.0
112,7820.0
113,7820.0
114,7820.0
115,7820.0
116,7820.0
117,7820.0
118,7820.0
119,7820.0
120,7820.0
121,7820.0
122,7820.0
123,7820.0
124,7820.0
125,7820.0
126,7820.0
127,7820.0
128,7820.0
129,7820.0
130,7820.0
131,7820.0
132,7820.0
133,7820.0
134,7820.0
135,7820.0
136,7820.0
137,7820.0
138,7820.0
139,7820.0
140,7820.0
141,7820.0
142,7820.0
143,7820.0
144,7820.0
145,7820.0
146,7820.0
147,7820.0
148,7820.0
149,7820.0
150,7820.0
151,7820.0
152,7820.0
153,7820.0
154,7820.0
155,7820.0
156,7820.0
157,7820.0
158,7820.0
159,7820.0
160,7820.0
161,7820.0
162,7820.0
163,7820.0
164,7820.0
165,7820.0
166,7820.0
167,7820.0
168,7820.0
169,7820.0
170,7820.0
171,7820.0
172,7820.0
173,7820.0
174,7820.0
175,7820.0
176,7820.0
177,7820.0
178,7820.0
179,7820.0
180,7820.0
181,7820.0
182,7820.0
183,7820.0
184,7820.0
185,7820.0
186,7820.0
187,7820.0
188,7820.0
189,7820.0
190,7820.0
191,7820.0
192,7820.0
193,7820.0
194,7820.0
195,7820.0
196,7820.0
197,7820.0
198,7820.0
199,7820.0
200,7820.0
201,7820.0
202,7820.0
203,7820.0
204,7820.0
205,7820.0
206,7820.0
207,7820.0
208,7820.0
209,7820.0
210,7820.0
211,7820.0
212,7820.0
213,7820.0
214,7820.0
215,7820.0
216,7820.0
217,7820.0
218,7820.0
219,7820.0
220,7820.0
221,7820.0
222,7820.0
223,7820.0
224,7820.0
225,7820.0
226,7820.0
227,7820.0
228,7820.0
229,7820.0
230,7820.0
231,7820.0
232,7820.0
233,7820.0
234,7820.0
235,7820.0
236,7820.0
237,7820.0
238,7820.0
239,7820.0
240,7820.0
241,7820.0
242,7820.0
243,7820.0
244,7820.0
245,7820.0
246,7820.0
247,7820.0
248,7820.0
249,7820.0
250,7820.0
251,7820.0
252,7820.0
253,7820.0
254,7820.0
255,7820.0
256,7820.0
257,7820.0
258,7820.0
259,7820.0
260,7820.0
261,7820.0
262,7820.0
263,7820.0
264,7820.0
265,7820.0
266,7820.0
267,7820.0
268,7820.0
269,7820.0
270,7820.0
271,7820.0
272,7820.0
273,7820.0
274,7820.0
275,7820.0
276,7820.0
277,7820.0
278,7820.0
279,7820.0
280,7820.0
281,7820.0
282,7820.0
283,7820.0
284,7820.0
285,7820.0
286,7820.0
287,7820.0
