x,Q18244
0,8340.0
1,7050.0
2,8680.0
3,8870.0
4,9010.0
5,8560.0
6,8440.0
7,7580.0
8,7000.0
9,8030.0
10,7580.0
11,8800.0
12,8500.0
13,7350.0
14,7530.0
15,7990.0
16,8930.0
17,7910.0
18,7420.0
19,7420.0
20,8860.0
21,8950.0
22,5620.0
23,5100.0
24,5470.0
25,6460.0
26,8500.0
27,8760.0
28,8910.0
29,7560.0
30,9130.0
31,8910.0
32,8700.0
33,8890.0
34,7350.0
35,9160.0
36,7110.0
37,6620.0
38,7920.0
39,8010.0
40,7370.0
41,6710.0
42,8550.0
43,8340.0
44,8120.0
45,7850.0
46,8160.0
47,8490.0
48,7860.0
49,8180.0
50,7290.0
51,8310.0
52,7570.0
53,7490.0
54,8060.0
55,8720.0
56,9150.0
57,8030.0
58,8330.0
59,8570.0
60,9340.0
61,7290.0
62,6700.0
63,7590.0
64,9240.0
65,7620.0
66,8680.0
67,9480.0
68,8450.0
69,7640.0
70,8120.0
71,8120.0
72,8120.0
73,8120.0
74,8120.0
75,8120.0
76,8120.0
77,8120.0
78,8120.0
79,8120.0
80,8120.0
81,8120.0
82,8120.0
83,8120.0
84,8120.0
85,8120.0
86,8120.0
87,8120.0
88,8120.0
89,8120.0
90,8120.0
91,8120.0
92,8120.0
93,8120.0
94,8120.0
95,8120.0
96,8120.0
97,8120.0
98,8120.0
99,8120.0
100,8120.0
101,8120.0
102,8120.0
103,8120.0
104,8120.0
105,8120.0
106,8120.0
107,8120.0
108,8120.0
109,8120.0
110,8120.0
111,8120.0
112,8120.0
113,8120.0
114,8120.0
115,8120.0
116,8120.0
117,8120.0
118,8120.0
119,8120.0
120,8120.0
121,8120.0
122,8120.0
123,8120.0
124,8120.0
125,8120.0
126,8120.0
127,8120.0
128,8120.0
129,8120.0
130,8120.0
131,8120.0
132,8120.0
133,8120.0
134,8120.0
135,8120.0
136,8120.0
137,8120.0
138,8120.0
139,8120.0
140,8120.0
141,8120.0
142,8120.0
143,8120.0
144,8120.0
145,8120.0
146,8120.0
147,8120.0
148,8120.0
149,8120.0
150,8120.0
151,8120.0
152,8120.0
153,8120.0
154,8120.0
155,8120.0
156,8120.0
157,8120.0
158,8120.0
159,8120.0
160,8120.0
161,8120.0
162,8120.0
163,8120.0
164,8120.0
165,8120.0
166,8120.0
167,8120.0
168,8120.0
169,8120.0
170,8120.0
171,8120.0
172,8120.0
173,8120.0
174,8120.0
175,8120.0
176,8120.0
177,8120.0
178,8120.0
179,8120.0
180,8120.0
181,8120.0
182,8120.0
183,8120.0
184,8120.0
185,8120.0
186,8120.0
187,8120.0
188,8120.0
189,8120.0
190,8120.0
191,8120.0
192,8120.0
193,8120.0
194,8120.0
195,8120.0
196,8120.0
197,8120.0
198,8120.0
199,8120.0
200,8120.0
201,8120.0
202,8120.0
203,8120.0
204,8120.0
205,8120.0
206,8120.0
207,8120.0
208,8120.0
209,8120.0
210,8120.0
211,8120.0
212,8120.0
213,8120.0
214,8120.0
215,8120.0
216,8120.0
217,8120.0
218,8120.0
219,8120.0
220,8120.0
221,8120.0
222,8120.0
223,8120.0
224,8120.0
225,8120.0
226,8120.0
227,8120.0
228,8120.0
229,8120.0
230,8120.0
231,8120.0
232,8120.0
233,8120.0
234,8120.0
235,8120.0
236,8120.0
237,8120.0
238,8120.0
239,8120.0
240,8120.0
241,8120.0
242,8120.0
243,8120.0
244,8120.0
245,8120.0
246,8120.0
247,8120.0
248,8120.0
249,8120.0
250,8120.0
251,8120.0
252,8120.0
253,8120.0
254,8120.0
255,8120.0
256,8120.0
257,8120.0
258,8120.0
259,8120.0
260,8120.0
261,8120.0
262,8120.0
263,8120.0
264,8120.0
265,8120.0
266,8120.0
267,8120.0
268,8120.0
269,8120.0
270,8120.0
271,8120.0
272,8120.0
273,8120.0
274,8120.0
275,8120.0
276,8120.0
277,8120.0
278,8120.0
279,8120.0
280,8120.0
281,8120.0
282,8120.0
283,8120.0
284,8120.0
285,8120.0
286,8120.0
287,8120.0
288,8120.0
289,8120.0
290,8120.0
291,8120.0
292,8120.0
293,8120.0
294,8120.0
295,8120.0
296,8120.0
297,8120.0
298,8120.0
299,8120.0
300,8120.0
301,8120.0
302,8120.0
303,8120.0
304,8120.0
305,8120.0
306,8120.0
307,8120.0
308,8120.0
309,8120.0
310,8120.0
311,8120.0
312,8120.0
313,8120.0
314,8120.0
315,8120.0
316,8120.0
317,8120.0
318,8120.0
319,8120.0
320,8120.0
321,8120.0
322,8120.0
323,8120.0
324,8120.0
325,8120.0
326,8120.0
327,8120.0
328,8120.0
329,8120.0
330,8120.0
331,8120.0
332,8120.0
333,8120.0
334,8120.0
335,8120.0
336,8120.0
337,8120.0
338,8120.0
339,8120.0
340,8120.0
341,8120.0
342,8120.0
343,8120.0
344,8120.0
345,8120.0
346,8120.0
347,8120.0
348,8120.0
349,8120.0
350,8120.0
351,8120.0
352,8120.0
353,8120.0
354,8120.0
355,8120.0
356,8120.0
357,8120.0
358,8120.0
359,8120.0
360,8120.0
361,8120.0
362,8120.0
363,8120.0
364,8120.0
365,8120.0
366,8120.0
367,8120.0
368,8120.0
369,8120.0
370,8120.0
371,8120.0
372,8120.0
373,8120.0
374,8120.0
375,8120.0
376,8120.0
377,8120.0
378,8120.0
379,8120.0
380,8120.0
381,8120.0
382,8120.0
383,8120.0
384,8120.0
385,8120.0
386,8120.0
387,8120.0
388,8120.0
389,8120.0
390,8120.0
391,8120.0
392,8120.0
393,8120.0
394,8120.0
395,8120.0
396,8120.0
397,8120.0
398,8120.0
399,8120.0
400,8120.0
401,8120.0
402,8120.0
403,8120.0
404,8120.0
405,8120.0
406,8120.0
407,8120.0
408,8120.0
409,8120.0
410,8120.0
411,8120.0
412,8120.0
413,8120.0
414,8120.0
415,8120.0
416,8120.0
417,8120.0
418,8120.0
419,8120.0
420,8120.0
421,8120.0
422,8120.0
423,8120.0
424,8120.0
425,8120.0
426,8120.0
427,8120.0
428,8120.0
429,8120.0
430,8120.0
431,8120.0
432,8120.0
433,8120.0
434,8120.0
435,8120.0
436,8120.0
437,8120.0
438,8120.0
439,8120.0
440,8120.0
441,8120.0
442,8120.0
443,8120.0
444,8120.0
445,8120.0
446,8120.0
447,8120.0
448,8120.0
449,8120.0
450,8120.0
451,8120.0
452,8120.0
453,8120.0
454,8120.0
455,8120.0
456,8120.0
457,8120.0
458,8120.0
459,8120.0
460,8120.0
461,8120.0
462,8120.0
463,8120.0
464,8120.0
465,8120.0
466,8120.0
467,8120.0
468,8120.0
469,8120.0
470,8120.0
471,8120.0
472,8120.0
473,8120.0
474,8120.0
475,8120.0
476,8120.0
477,8120.0
478,8120.0
479,8120.0
480,8120.0
481,8120.0
482,8120.0
483,8120.0
484,8120.0
485,8120.0
486,8120.0
487,8120.0
488,8120.0
489,8120.0
490,8120.0
491,8120.0
492,8120.0
493,8120.0
494,8120.0
495,8120.0
496,8120.0
497,8120.0
498,8120.0
499,8120.0
500,8120.0
501,8120.0
502,8120.0
503,8120.0
504,8120.0
505,8120.0
506,8120.0
507,8120.0
508,8120.0
509,8120.0
510,8120.0
511,8120.0
512,8120.0
513,8120.0
514,8120.0
515,8120.0
516,8120.0
517,8120.0
518,8120.0
519,8120.0
520,8120.0
521,8120.0
522,8120.0
523,8120.0
524,8120.0
525,8120.0
526,8120.0
527,8120.0
528,8120.0
529,8120.0
530,8120.0
531,8120.0
532,8120.0
533,8120.0
534,8120.0
535,8120.0
536,8120.0
537,8120.0
538,8120.0
539,8120.0
540,8120.0
541,8120.0
542,8120.0
543,8120.0
544,8120.0
545,8120.0
546,8120.0
547,8120.0
548,8120.0
549,8120.0
550,8120.0
551,8120.0
552,8120.0
553,8120.0
554,8120.0
555,8120.0
556,8120.0
557,8120.0
558,8120.0
559,8120.0
560,8120.0
561,8120.0
562,8120.0
563,8120.0
564,8120.0
565,8120.0
566,8120.0
567,8120.0
568,8120.0
569,8120.0
570,8120.0
571,8120.0
572,8120.0
573,8120.0
574,8120.0
575,8120.0
576,8120.0
577,8120.0
578,8120.0
579,8120.0
580,8120.0
581,8120.0
582,8120.0
583,8120.0
584,8120.0
585,8120.0
586,8120.0
587,8120.0
588,8120.0
589,8120.0
590,8120.0
591,8120.0
592,8120.0
593,8120.0
594,8120.0
595,8120.0
596,8120.0
597,8120.0
598,8120.0
599,8120.0
600,8120.0
601,8120.0
602,8120.0
603,8120.0
604,8120.0
605,8120.0
606,8120.0
607,8120.0
608,8120.0
609,8120.0
610,8120.0
611,8120.0
612,8120.0
613,8120.0
614,8120.0
615,8120.0
616,8120.0
617,8120.0
618,8120.0
619,8120.0
620,8120.0
621,8120.0
622,8120.0
623,8120.0
624,8120.0
625,8120.0
626,8120.0
627,8120.0
628,8120.0
629,8120.0
630,8120.0
631,8120.0
632,8120.0
633,8120.0
634,8120.0
635,8120.0
636,8120.0
637,8120.0
638,8120.0
639,8120.0
640,8120.0
641,8120.0
642,8120.0
643,8120.0
644,8120.0
645,8120.0
646,8120.0
647,8120.0
648,8120.0
649,8120.0
650,8120.0
651,8120.0
652,8120.0
653,8120.0
654,8120.0
655,8120.0
656,8120.0
657,8120.0
658,8120.0
659,8120.0
660,8120.0
661,8120.0
662,8120.0
663,8120.0
664,8120.0
665,8120.0
666,8120.0
667,8120.0
668,8120.0
669,8120.0
670,8120.0
671,8120.0
672,8120.0
673,8120.0
674,8120.0
675,8120.0
676,8120.0
677,8120.0
678,8120.0
679,8120.0
680,8120.0
681,8120.0
682,8120.0
683,8120.0
684,8120.0
685,8120.0
686,8120.0
687,8120.0
688,8120.0
689,8120.0
690,8120.0
691,8120.0
692,8120.0
693,8120.0
694,8120.0
695,8120.0
696,8120.0
697,8120.0
698,8120.0
699,8120.0
700,8120.0
701,8120.0
702,8120.0
703,8120.0
704,8120.0
705,8120.0
706,8120.0
707,8120.0
708,8120.0
709,8120.0
710,8120.0
711,8120.0
712,8120.0
713,8120.0
714,8120.0
715,8120.0
716,8120.0
717,8120.0
718,8120.0
719,8120.0
720,8120.0
721,8120.0
722,8120.0
723,8120.0
724,8120.0
725,8120.0
726,8120.0
727,8120.0
728,8120.0
729,8120.0
730,8120.0
731,8120.0
732,8120.0
733,8120.0
734,8120.0
735,8120.0
736,8120.0
737,8120.0
738,8120.0
739,8120.0
740,8120.0
741,8120.0
742,8120.0
743,8120.0
744,8120.0
745,8120.0
746,8120.0
747,8120.0
748,8120.0
749,8120.0
750,8120.0
751,8120.0
752,8120.0
753,8120.0
754,8120.0
755,8120.0
756,8120.0
757,8120.0
758,8120.0
759,8120.0
760,8120.0
761,8120.0
762,8120.0
763,8120.0
764,8120.0
765,8120.0
766,8120.0
767,8120.0
768,8120.0
769,8120.0
770,8120.0
771,8120.0
772,8120.0
773,8120.0
774,8120.0
775,8120.0
776,8120.0
777,8120.0
778,8120.0
779,8120.0
780,8120.0
781,8120.0
782,8120.0
783,8120.0
784,8120.0
785,8120.0
786,8120.0
787,8120.0
788,8120.0
789,8120.0
790,8120.0
791,8120.0
792,8120.0
793,8120.0
794,8120.0
795,8120.0
796,8120.0
797,8120.0
798,8120.0
799,8120.0
800,8120.0
801,8120.0
802,8120.0
803,8120.0
804,8120.0
805,8120.0
806,8120.0
807,8120.0
808,8120.0
809,8120.0
810,8120.0
811,8120.0
812,8120.0
813,8120.0
814,8120.0
815,8120.0
816,8120.0
817,8120.0
818,8120.0
819,8120.0
820,8120.0
821,8120.0
822,8120.0
823,8120.0
824,8120.0
825,8120.0
826,8120.0
827,8120.0
828,8120.0
829,8120.0
830,8120.0
831,8120.0
832,8120.0
833,8120.0
834,8120.0
835,8120.0
836,8120.0
837,8120.0
838,8120.0
839,8120.0
840,8120.0
841,8120.0
842,8120.0
843,8120.0
844,8120.0
845,8120.0
846,8120.0
847,8120.0
848,8120.0
849,8120.0
850,8120.0
851,8120.0
852,8120.0
853,8120.0
854,8120.0
855,8120.0
856,8120.0
857,8120.0
858,8120.0
859,8120.0
860,8120.0
861,8120.0
862,8120.0
863,8120.0
864,8120.0
865,8120.0
