x,Q17435
0,5320.0
1,4820.0
2,5270.0
3,5210.0
4,5170.0
5,4900.0
6,5020.0
7,5480.0
8,5140.0
9,5390.0
10,6160.0
11,6540.0
12,6300.0
13,5840.0
14,5230.0
15,5400.0
16,6010.0
17,7850.0
18,7830.0
19,5760.0
20,6830.0
21,5200.0
22,4850.0
23,5080.0
24,5200.0
25,5040.0
26,4910.0
27,5470.0
28,5230.0
29,5560.0
30,6120.0
31,6470.0
32,11230.0
33,15070.0
34,6840.0
35,5240.0
36,5640.0
37,5130.0
38,5290.0
39,5760.0
40,6220.0
41,6920.0
42,6390.0
43,6490.0
44,6190.0
45,6060.0
46,6050.0
47,6550.0
48,7130.0
49,6730.0
50,6960.0
51,7070.0
52,7580.0
53,8500.0
54,7120.0
55,7590.0
56,7160.0
57,7030.0
58,6360.0
59,6350.0
60,8060.0
61,6610.0
62,7530.0
63,6180.0
64,8920.0
65,7460.0
66,6480.0
67,6890.0
68,5460.0
69,6090.0
70,6090.0
71,6090.0
72,6090.0
73,6090.0
74,6090.0
75,6090.0
76,6090.0
77,6090.0
78,6090.0
79,6090.0
80,6090.0
81,6090.0
82,6090.0
83,6090.0
84,6090.0
85,6090.0
86,6090.0
87,6090.0
88,6090.0
89,6090.0
90,6090.0
91,6090.0
92,6090.0
93,6090.0
94,6090.0
95,6090.0
96,6090.0
97,6090.0
98,6090.0
99,6090.0
100,6090.0
101,6090.0
102,6090.0
103,6090.0
104,6090.0
105,6090.0
106,6090.0
107,6090.0
108,6090.0
109,6090.0
110,6090.0
111,6090.0
112,6090.0
113,6090.0
114,6090.0
115,6090.0
116,6090.0
117,6090.0
118,6090.0
119,6090.0
120,6090.0
121,6090.0
122,6090.0
123,6090.0
124,6090.0
125,6090.0
126,6090.0
127,6090.0
128,6090.0
129,6090.0
130,6090.0
131,6090.0
132,6090.0
133,6090.0
134,6090.0
135,6090.0
136,6090.0
137,6090.0
138,6090.0
139,6090.0
140,6090.0
141,6090.0
142,6090.0
143,6090.0
144,6090.0
145,6090.0
146,6090.0
147,6090.0
148,6090.0
149,6090.0
150,6090.0
151,6090.0
152,6090.0
153,6090.0
154,6090.0
155,6090.0
156,6090.0
157,6090.0
158,6090.0
159,6090.0
160,6090.0
161,6090.0
162,6090.0
163,6090.0
164,6090.0
165,6090.0
166,6090.0
167,6090.0
168,6090.0
169,6090.0
170,6090.0
171,6090.0
172,6090.0
173,6090.0
174,6090.0
175,6090.0
176,6090.0
177,6090.0
178,6090.0
179,6090.0
180,6090.0
181,6090.0
182,6090.0
183,6090.0
184,6090.0
185,6090.0
186,6090.0
187,6090.0
188,6090.0
189,6090.0
190,6090.0
191,6090.0
192,6090.0
193,6090.0
194,6090.0
195,6090.0
196,6090.0
197,6090.0
198,6090.0
199,6090.0
200,6090.0
201,6090.0
202,6090.0
203,6090.0
204,6090.0
205,6090.0
206,6090.0
207,6090.0
208,6090.0
209,6090.0
210,6090.0
211,6090.0
212,6090.0
213,6090.0
214,6090.0
215,6090.0
216,6090.0
217,6090.0
218,6090.0
219,6090.0
220,6090.0
221,6090.0
222,6090.0
223,6090.0
224,6090.0
225,6090.0
226,6090.0
227,6090.0
228,6090.0
229,6090.0
230,6090.0
231,6090.0
232,6090.0
233,6090.0
234,6090.0
235,6090.0
236,6090.0
237,6090.0
238,6090.0
239,6090.0
240,6090.0
241,6090.0
242,6090.0
243,6090.0
244,6090.0
245,6090.0
246,6090.0
247,6090.0
248,6090.0
249,6090.0
250,6090.0
251,6090.0
252,6090.0
253,6090.0
254,6090.0
255,6090.0
256,6090.0
257,6090.0
258,6090.0
259,6090.0
260,6090.0
261,6090.0
262,6090.0
263,6090.0
264,6090.0
265,6090.0
266,6090.0
267,6090.0
268,6090.0
269,6090.0
270,6090.0
271,6090.0
272,6090.0
273,6090.0
274,6090.0
275,6090.0
276,6090.0
277,6090.0
278,6090.0
279,6090.0
280,6090.0
281,6090.0
282,6090.0
283,6090.0
284,6090.0
285,6090.0
286,6090.0
287,6090.0
288,6090.0
289,6090.0
290,6090.0
291,6090.0
292,6090.0
293,6090.0
294,6090.0
295,6090.0
296,6090.0
297,6090.0
298,6090.0
299,6090.0
300,6090.0
301,6090.0
302,6090.0
303,6090.0
304,6090.0
305,6090.0
306,6090.0
307,6090.0
308,6090.0
309,6090.0
310,6090.0
311,6090.0
312,6090.0
313,6090.0
314,6090.0
315,6090.0
316,6090.0
317,6090.0
318,6090.0
319,6090.0
320,6090.0
321,6090.0
322,6090.0
323,6090.0
324,6090.0
325,6090.0
326,6090.0
327,6090.0
328,6090.0
329,6090.0
330,6090.0
331,6090.0
332,6090.0
333,6090.0
334,6090.0
335,6090.0
336,6090.0
337,6090.0
338,6090.0
339,6090.0
340,6090.0
341,6090.0
342,6090.0
343,6090.0
344,6090.0
345,6090.0
346,6090.0
347,6090.0
348,6090.0
349,6090.0
350,6090.0
351,6090.0
352,6090.0
353,6090.0
354,6090.0
355,6090.0
356,6090.0
357,6090.0
358,6090.0
359,6090.0
360,6090.0
361,6090.0
362,6090.0
363,6090.0
364,6090.0
365,6090.0
366,6090.0
367,6090.0
368,6090.0
369,6090.0
370,6090.0
371,6090.0
372,6090.0
373,6090.0
374,6090.0
375,6090.0
376,6090.0
377,6090.0
378,6090.0
379,6090.0
380,6090.0
381,6090.0
382,6090.0
383,6090.0
384,6090.0
385,6090.0
386,6090.0
387,6090.0
388,6090.0
389,6090.0
390,6090.0
391,6090.0
392,6090.0
393,6090.0
394,6090.0
395,6090.0
396,6090.0
397,6090.0
398,6090.0
399,6090.0
400,6090.0
401,6090.0
402,6090.0
403,6090.0
404,6090.0
405,6090.0
406,6090.0
407,6090.0
408,6090.0
409,6090.0
410,6090.0
411,6090.0
412,6090.0
413,6090.0
414,6090.0
415,6090.0
416,6090.0
417,6090.0
418,6090.0
419,6090.0
420,6090.0
421,6090.0
422,6090.0
423,6090.0
424,6090.0
425,6090.0
426,6090.0
427,6090.0
428,6090.0
429,6090.0
430,6090.0
