benchmark,category,series_id,algo,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,n_bkps
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",1,0,8,105.88025570143823,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",2,8,20,161.619978830616,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",3,20,32,154.8714726120013,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",4,32,40,106.06336195055255,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",5,40,48,105.14835471763179,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",6,48,56,106.97153383294504,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",7,56,71,197.91864700833202,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",8,71,80,131.5105791366863,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",9,80,92,171.29175291644333,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,AIC,"[8, 20, 32, 40, 48, 56, 71, 80, 92, 118]",10,92,118,374.3883994652093,1615.6643361718561,0.012629208998987451,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",1,0,8,979.8273344060353,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",2,8,16,1081.4742735019004,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",3,16,24,1075.8031391668544,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",4,24,32,883.4883165757226,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",5,32,40,991.105024807308,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",6,40,48,936.0159858880248,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",7,48,56,1048.9880850879479,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",8,56,64,1046.4300648953722,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",9,64,72,1222.2375020461689,12615.59138841107,0.015098166000825586,1,8,9
M4,Industry,Q16176,DYNP,QRMSE,"[8, 16, 24, 32, 40, 48, 56, 64, 72, 118]",10,72,118,3350.2216620357367,12615.59138841107,0.015098166000825586,1,8,9
