x,Q10414
0,5179.131
1,5137.479
2,5077.676
3,5284.417
4,5092.667
5,5192.319
6,5219.939
7,5256.108
8,5359.752
9,5431.052
10,5317.293
11,5069.178
12,5348.783
13,5366.819
14,5953.697
15,5018.825
16,5422.311
17,5451.616
18,5514.557
19,5564.548
20,5659.655
21,5655.631
22,5908.532
23,5756.613
24,5784.29
25,5814.538
26,5714.195
27,5912.001
28,5495.338
29,6290.395
30,5932.46
31,5862.514
32,5874.427
33,5733.157
34,5692.787
35,5875.535
36,5829.863
37,5960.552
38,5962.653
39,5825.192
40,5930.274
41,5798.114
42,5837.003
43,5802.933
44,5703.613
45,5809.657
46,5847.588
47,5956.587
48,6075.77
49,6041.803
50,6692.036
51,5541.686
52,6304.787
53,6073.754
54,6152.583
55,6256.56
56,6235.909
57,6305.5
58,6276.087
59,6350.367
60,6397.451
61,6173.264
62,6417.56
63,6690.101
64,6459.21
65,6739.391
66,6661.356
67,6732.815
68,6808.86
69,6839.106
70,6587.724
71,6635.883
72,6866.248
73,7048.895
74,7630.927
75,6833.793
76,7186.835
77,7043.71
78,7385.629
79,7329.334
80,7131.647
81,7369.908
82,7455.618
83,7315.604
84,7460.928
85,7597.495
86,7391.671
87,7975.801
88,7409.492
89,7981.453
90,7670.004
91,7488.017
92,7905.419
93,7793.075
94,7953.246
95,8007.754
96,7884.731
97,7951.071
98,7971.202
99,8026.034
100,7973.453
101,8305.276
102,8106.765
103,8188.66
104,8240.572
105,8111.633
106,8224.464
107,8485.579
108,8239.105
109,8182.719
110,9164.539
111,7685.13
112,8749.883
113,8136.981
114,8286.44
115,8539.453
116,8607.025
117,8861.552
118,8497.414
119,8751.105
120,8676.319
121,8706.382
122,8552.427
123,8898.46
124,8568.98
125,8881.348
126,8773.71
127,8710.606
128,8844.965
129,8864.415
130,8806.273
131,8435.321
132,8820.709
133,8794.317
134,8653.933
135,8729.675
136,8736.238
137,8646.153
138,8851.699
139,8898.755
140,8680.955
141,8895.813
142,9012.077
143,8387.628
144,8799.427
145,8941.71
146,9646.876
147,8251.659
148,8918.851
149,8753.157
150,8778.387
151,8709.524
152,9004.324
153,8644.961
154,8670.879
155,8886.843
156,8885.175
157,8403.349
158,8919.221
159,9004.198
160,8468.436
161,9124.421
162,9013.319
163,9048.924
164,9088.615
165,8952.258
166,9087.872
167,9023.914
168,9090.746
169,9058.054
170,9444.945
171,9217.05
172,9403.043
173,9152.758
174,9349.992
175,9524.32
176,9276.437
177,9337.5
178,9653.534
179,9607.152
180,9431.757
181,9625.146
182,10327.63
183,8972.235
184,9708.268
185,9596.172
186,9653.773
187,9768.206
188,9657.579
189,10085.31
190,9519.877
191,9903.947
192,9868.09
193,9789.946
194,9561.928
195,10159.53
196,9825.089
197,9798.096
198,9833.89
199,9748.467
200,9948.231
201,9953.622
202,9971.66
203,9594.206
204,9655.957
205,9758.667
206,10831.04
207,9774.265
208,10149.28
209,10101.47
210,10296.69
211,10367.71
212,10407.49
213,10151.15
214,10168.45
215,10162.96
216,10231.05
217,10142.64
218,10030.04
219,10328.04
220,9926.603
221,10145.68
222,10041.96
223,9686.052
224,9863.184
225,10092.16
226,9893.518
227,10157.95
228,9767.896
229,9776.236
230,9782.742
231,9985.548
232,9649.561
233,9825.656
234,9727.834
235,9589.521
236,9747.365
237,9928.397
238,9241.363
239,9181.289
240,9208.763
241,9236.216
242,9595.933
243,8275.445
244,8989.512
245,8374.648
246,8782.468
247,8813.042
248,8507.348
249,8618.661
250,8490.829
251,8652.528
252,8546.677
253,8164.107
254,8462.798
255,8715.85
256,8423.637
257,8667.726
258,8410.469
259,8581.012
260,8820.49
261,8382.293
262,8489.392
263,8420.195
264,8463.31
265,8762.428
266,8801.511
267,8627.625
268,8670.762
269,8702.93
270,8774.528
271,8977.026
272,8852.061
273,8676.806
274,8818.427
275,8335.327
276,8673.376
277,8715.46
278,9408.546
279,8262.175
280,8829.896
281,8688.218
282,8741.608
283,8608.972
284,8622.6
285,8645.855
286,8685.401
287,8785.72
288,8955.569
289,8812.195
290,8522.105
291,8670.337
292,8677.924
293,8660.935
294,8564.765
295,8785.506
296,8651.756
297,8674.795
298,8826.614
299,8816.346
300,9131.837
301,8638.594
302,8948.602
303,8701.366
304,8863.956
305,8755.859
306,9162.382
307,8887.393
308,8605.693
309,9152.327
310,9077.954
311,9148.067
312,9106.327
313,9086.831
314,8903.651
315,9147.325
316,8542.622
317,9056.279
318,8987.216
319,8702.52
320,8973.174
321,9118.658
322,8819.591
323,9055.526
324,8826.091
325,8913.272
