x,Q23661
0,6520
1,6570
2,6590
3,6600
4,6690
5,6730
6,6690
7,6690
8,6700
9,6690
10,6710
11,6700
12,6710
13,6850
14,6860
15,6850
16,6970
17,7000
18,7010
19,7020
20,7040
21,7040
22,7000
23,6980
24,6990
25,7060
26,7070
27,7070
28,7150
29,7180
30,7190
31,7050
32,7230
33,7240
34,7240
35,7260
36,7280
37,7360
38,7410
39,7380
40,7410
41,7410
42,7440
43,7500
44,7490
45,7520
46,7550
47,7520
48,7310
49,7350
50,7360
51,7370
52,7390
53,7400
54,7420
55,7400
56,7410
57,7490
58,7620
59,7630
60,7650
61,7710
62,7720
63,7710
64,7730
65,7840
66,7880
67,7900
68,7920
69,7920
70,7940
71,7960
72,7990
73,8050
74,8070
75,8080
76,8110
77,8240
78,8210
79,8240
80,8270
81,8280
82,8300
83,8330
84,8330
85,8390
86,8400
87,8400
88,8410
89,8510
90,8530
91,8540
92,8560
93,8590
94,8610
95,8600
96,8620
97,8660
98,8670
99,8700
100,8720
101,8780
102,8800
103,8820
104,8820
105,8850
106,8840
107,8830
108,8840
109,8890
110,8890
111,8900
112,8950
113,8960
114,8980
115,8990
116,9000
117,9010
118,9020
119,9040
120,9040
121,9080
122,9080
123,9080
124,9090
125,9100
126,9110
127,9130
128,9140
129,9140
130,9150
131,9160
132,9170
133,9220
134,9220
135,9230
136,9330
137,9340
138,9360
139,9370
140,9380
141,9390
142,9410
143,9400
144,9390
145,9400
146,9410
147,9410
148,9490
149,9500
150,9510
151,9530
152,9540
153,9550
154,9560
155,9570
156,9590
157,9600
158,9600
159,9630
160,9710
161,9720
162,9730
163,9740
164,9730
165,9740
166,9740
167,9740
168,9740
169,9750
170,9760
171,9770
172,9860
173,9870
174,9880
175,9900
176,9910
177,9920
178,9910
179,9920
180,9930
181,9940
182,9950
183,9970
184,10000
185,10020
186,10000
187,10000
188,10020
189,10030
190,10020
191,10040
192,10040
193,10070
194,10080
195,10090
196,10210
197,10230
198,10240
199,10240
200,10250
201,10260
202,10270
203,10280
204,10290
205,10290
206,10300
207,10310
208,10430
209,10450
210,10450
211,10470
212,10490
213,7090
214,7130
215,7160
216,7180
217,7190
218,7270
219,7190
220,7250
221,7260
