x,Q19604
0,488.1085
1,489.7687
2,490.3833
3,482.1605
4,511.2686
5,517.7448
6,528.4765
7,533.6729
8,564.6655
9,573.494
10,582.3893
11,581.1195
12,619.6299
13,622.7025
14,627.0275
15,629.8766
16,647.3981
17,657.1193
18,663.9226
19,671.2053
20,706.343
21,716.1398
22,718.9277
23,726.2712
24,761.1219
25,771.478
26,779.5028
27,784.3504
28,804.9089
29,820.18
30,820.3473
31,826.3816
32,872.705
33,890.0172
34,868.0231
35,891.9701
36,983.8048
37,988.7034
38,969.3607
39,979.3179
40,1043.5566
41,1041.3715
42,1060.1485
43,1069.0429
44,1116.8827
45,1149.8946
46,1179.0019
47,1190.6802
48,1226.1993
49,1260.3593
50,1288.1411
51,1295.3933
52,1330.5222
53,1376.0157
54,1558.4608
55,1580.1607
56,1849.5927
57,1941.6484
58,2016.2739
59,2060.6853
60,2212.7822
61,2243.1347
62,2289.4022
63,2330.8531
64,2519.8212
65,2568.8877
66,2648.5467
67,2583.657
68,2813.3903
69,2838.0488
70,3061.5368
71,3273.8331
72,4034.5445
73,4123.8795
74,4236.1416
75,4299.7324
76,4541.2757
77,4626.682
78,4673.5038
79,4669.4596
80,4697.3584
81,4731.9526
82,5011.8916
83,9068.9186
84,13636.0538
85,13723.0482
86,13761.8388
87,13825.8802
88,14223.5849
89,14334.2865
90,14584.7204
91,14770.8822
92,15889.6307
93,15989.0248
94,15169.5856
95,15424.0074
96,16718.376
97,16916.8064
98,17267.2526
99,17658.2182
100,18975.7518
101,19057.5024
102,19252.6358
103,17913.9858
104,18586.0432
105,18763.683
106,18918.0975
107,18956.596
108,18761.1314
109,18914.8157
110,19098.7922
111,19268.4931
112,20119.7387
113,20348.5565
114,20623.6927
115,20900.2327
116,22150.6913
117,22353.7498
118,22534.1151
119,22847.3385
120,24911.1926
121,25260.3897
122,25544.7738
