x,Q13050
0,3161
1,3187
2,3188
3,3186
4,3199
5,3226
6,3265
7,3291
8,3303
9,3303
10,3292
11,3274
12,3254
13,3247
14,3262
15,3285
16,3319
17,3336
18,3339
19,3344
20,3350
21,3351
22,3348
23,3337
24,3323
25,3315
26,3329
27,3355
28,3391
29,3430
30,3460
31,3479
32,3503
33,3532
34,3547
35,3562
36,3572
37,3584
38,3601
39,3606
40,3609
41,3599
42,3598
43,3600
44,3615
45,3628
46,3647
47,3664
48,3676
49,3677
50,3678
51,3668
52,3658
53,3653
54,3652
55,3659
56,3656
57,3660
58,3664
59,3681
60,3693
61,3708
62,3718
63,3733
64,3750
65,3762
66,3781
67,3796
68,3810
69,3822
70,3833
71,3853
72,3868
73,3888
74,3906
75,3912
76,3925
77,3929
78,3942
79,3954
80,3972
81,3996
82,4013
83,4033
84,4051
85,4070
86,4092
87,4108
88,4125
89,4139
90,4155
91,4158
92,4170
93,4176
94,4187
95,4188
96,4199
97,4219
98,4244
99,4261
100,4270
101,4279
102,4289
103,4295
104,4304
105,4315
106,4328
107,4342
108,4352
109,4352
110,4354
111,4352
112,4355
113,4367
114,4371
115,4372
116,4377
117,4370
118,4377
119,4386
120,4393
121,4397
122,4401
123,4419
124,4443
125,4472
126,4491
127,4517
128,4547
129,4579
130,4601
131,4619
132,4630
133,4652
134,4670
135,4696
136,4713
137,4734
138,4762
139,4790
140,4818
141,4845
142,4875
143,4901
144,4926
145,4945
146,4969
147,4981
148,4979
149,4973
150,4960
151,4946
152,4931
153,4935
154,4929
155,4918
156,4908
157,4899
158,4893
159,4899
160,4901
161,4909
162,4905
163,4903
164,4905
165,4913
166,4916
167,4931
168,4936
169,4944
170,4967
171,4989
172,5006
173,5021
174,5035
175,5051
176,5063
177,5080
178,5096
179,5102
180,5114
181,5135
182,5150
183,5167
184,5164
185,5171
186,5172
187,5177
188,5190
189,5204
190,5213
191,5222
192,5225
193,5225
194,5220
195,5214
196,5212
197,5199
198,5190
199,5188
200,5183
201,5180
202,5176
203,5163
204,5156
205,5153
206,5160
207,5166
208,5177
209,5176
210,5181
211,5172
212,5166
213,5176
214,5172
215,5165
216,5152
217,5141
218,5141
219,5146
220,5149
221,5146
222,5149
223,5147
224,5157
225,5155
226,5165
227,5172
228,5177
229,5181
230,5191
231,5199
232,5207
233,5211
234,5214
235,5230
236,5245
237,5262
238,5289
239,5305
240,5319
241,5322
242,5343
243,5380
244,5412
245,5441
246,5469
247,5494
248,5523
249,5550
250,5575
251,5588
252,5593
253,5602
254,5633
255,5665
256,5688
257,5700
258,5719
259,5734
260,5757
261,5791
262,5780
263,5772
264,5774
265,5831
266,5856
267,5876
268,5886
269,5913
270,5910
271,5925
272,5916
273,5916
274,5913
275,5923
276,5935
277,5927
278,5937
279,5957
280,5931
281,5935
282,5951
283,5963
284,5979
285,5999
286,6033
287,6038
288,6041
289,6050
290,6034
291,6040
292,6046
293,6047
294,6046
295,6060
296,6075
297,6081
298,6083
299,6099
300,6110
301,6105
302,6114
303,6125
304,6144
305,6140
306,6155
307,6145
308,6140
309,6184
310,6184
311,6192
312,6180
313,6189
314,6194
315,6182
316,6181
317,6204
318,6225
319,6223
320,6240
321,6256
322,6280
323,6283
324,6296
325,6312
326,6324
327,6330
328,6304
329,6281
330,6303
331,6319
332,6302
333,6301
334,6289
335,6276
336,6290
337,6305
338,6302
339,6299
340,6310
341,6306
342,6301
343,6331
344,6305
345,6312
346,6311
347,6362
348,6337
349,6321
350,6323
351,6366
352,6395
353,6417
354,6430
355,6434
356,6459
357,6456
358,6440
359,6449
360,6462
361,6493
362,6515
363,6526
364,6527
365,6504
366,6513
367,6529
368,6528
369,6528
370,6560
371,6581
372,6593
373,6588
374,6581
375,6589
376,6599
377,6596
378,6598
379,6556
380,6558
381,6538
382,6590
383,6600
384,6585
385,6574
386,6558
387,6558
388,6556
389,6588
390,6603
391,6642
392,6674
393,6691
394,6679
395,6672
396,6680
397,6701
398,6710
399,6721
400,6737
401,6750
402,6767
403,6796
404,6753
405,6744
406,6738
407,6745
408,6760
409,6796
410,6819
411,6827
412,6833
413,6830
414,6831
415,6808
416,6811
417,6805
418,6827
419,6814
420,6820
421,6776
422,6791
423,6794
424,6779
425,6769
426,6762
427,6786
428,6825
429,6822
430,6836
431,6859
432,6878
433,6879
434,6851
435,6891
436,6912
437,6920
438,6916
439,6935
440,6911
441,6940
442,6924
443,6913
444,6920
445,6911
446,6946
447,6932
448,6948
449,6984
450,6991
451,7029
452,6978
453,6965
454,6959
455,7002
456,7000
457,7033
458,7082
459,7124
460,7157
461,7162
462,7215
463,7233
464,7291
465,7324
466,7367
467,7363
468,7366
469,7384
470,7347
471,7351
472,7298
473,7314
474,7299
475,7336
476,7356
477,7354
478,7332
479,7371
480,7424
481,7404
482,7413
483,7426
484,7517
485,7523
486,7531
487,7525
488,7512
489,7530
490,7554
491,7535
492,7522
493,7512
494,7492
495,7462
496,7451
497,7468
498,7506
499,7509
500,7506
501,7510
502,7530
503,7588
504,7609
505,7618
506,7632
507,7593
508,7594
509,7584
510,7573
511,7588
512,7580
513,7610
514,7622
515,7595
516,7618
517,7611
518,7632
519,7691
520,7746
521,7737
522,7732
523,7758
524,7793
525,7796
526,7794
527,7740
528,7737
529,7797
530,7870
531,7838
532,7836
533,7828
534,7819
535,7771
536,7760
537,7745
538,7763
539,7754
540,7786
541,7816
542,7817
543,7807
544,7816
545,7807
546,7867
547,7916
548,7919
549,7923
550,7910
551,7949
552,7922
553,7944
554,7949
555,7946
556,7991
557,3161
558,3186
559,3265
560,3303
561,3254
562,3285
563,3339
564,3351
565,3323
566,3355
567,3460
568,3532
569,3572
570,3606
571,3598
572,3628
573,3676
574,3668
575,3652
576,3660
577,3693
578,3733
579,3781
580,3822
581,3868
582,3912
583,3942
584,3996
585,4051
586,4108
587,4155
588,4176
589,4199
590,4261
591,4289
592,4315
593,4352
594,4352
595,4371
596,4370
597,4393
598,4419
599,4491
600,4579
601,4630
602,4696
603,4762
604,4845
605,4926
606,4981
607,4960
608,4935
609,4908
610,4899
611,4905
612,4913
613,4936
614,4989
615,5035
616,5080
617,5114
618,5167
619,5172
620,5204
621,5225
622,5214
623,5190
624,5180
625,5156
626,5166
627,5181
628,5176
629,5152
630,5146
631,5149
632,5155
633,5177
634,5199
635,5214
636,5262
637,5319
638,5380
639,5469
640,5550
641,5593
642,5665
643,5719
644,5791
645,5774
646,5876
647,5910
648,5916
649,5935
650,5957
651,5951
652,5999
653,6041
654,6040
655,6046
656,6081
657,6110
658,6125
659,6155
660,6184
661,6180
662,6182
663,6225
664,6256
665,6296
666,6330
667,6303
668,6301
669,6290
670,6299
671,6301
672,6312
673,6337
674,6366
675,6430
676,6456
677,6462
678,6526
679,6513
680,6528
681,6593
682,6589
683,6598
684,6538
685,6585
686,6558
687,6603
688,6691
689,6680
690,6721
691,6767
692,6744
693,6760
694,6827
695,6831
696,6805
697,6820
698,6794
699,6762
700,6822
701,6878
702,6891
703,6916
704,6940
705,6920
706,6932
707,6991
708,6965
709,7000
710,7124
711,7215
712,7324
713,7366
714,7351
715,7299
716,7354
717,7424
718,7426
719,7531
720,7530
721,7522
722,7462
723,7506
724,7510
725,7609
726,7593
727,7573
728,7610
729,7618
730,7691
731,7732
732,7796
733,7737
734,7838
