id,low,hi,m,q,cost
0,0,7,-78.1177,2471.85,173.668
1,0,8,-97.0222,2515.96,212.399
2,0,9,-109.061,2548.06,229.961
3,0,10,-116.262,2569.66,235.755
4,0,11,-120.109,2582.49,235.055
5,0,12,-112.279,2553.77,253.836
6,0,13,-102.476,2514.57,292.331
7,0,14,-92.1278,2469.72,340.75
8,0,15,-80.0043,2413.15,413.189
9,0,16,-70.8755,2367.5,454.819
10,0,17,-61.9037,2319.65,500.056
11,0,18,-53.8381,2273.95,539.993
12,0,19,-47.8293,2237.89,562.514
13,0,20,-41.6762,2198.92,590.836
14,0,21,-37.3014,2169.76,604.275
15,0,22,-34.6364,2151.1,606.311
16,0,23,-32.5709,2135.96,605.985
17,0,24,-31.4954,2127.71,601.751
18,0,25,-31.2297,2125.59,596.015
19,0,26,-31.0918,2124.44,590.461
20,0,27,-30.4582,2118.94,586.142
21,0,28,-30.1434,2116.11,581.312
22,0,29,-28.771,2103.3,582.629
23,0,30,-26.3085,2079.5,600.038
24,0,31,-23.6269,2052.68,623.742
25,0,32,-20.2096,2017.37,667.805
26,0,33,-16.7012,1979.95,716.271
27,0,34,-13.3957,1943.59,760.388
28,0,35,-10.3914,1909.54,797.706
29,0,36,-7.85782,1879.98,824.384
30,0,37,-6.02277,1857.96,836.995
31,0,38,-4.99728,1845.31,837.723
32,0,39,-3.90657,1831.5,840.031
33,0,40,-3.76946,1829.71,834.992
34,0,41,-3.35854,1824.23,831.268
35,0,42,-2.875,1817.63,828.342
36,0,43,-2.70527,1815.25,823.857
37,0,44,-2.98206,1819.22,819.999
38,0,45,-2.76797,1816.08,815.998
39,0,46,-2.30168,1809.08,814.153
40,0,47,-1.6762,1799.49,814.789
41,0,48,-0.689066,1784.03,823.677
42,0,49,0.0912516,1771.54,828.234
43,0,50,0.879271,1758.67,833.611
44,0,51,1.34001,1750.99,833.03
45,0,52,2.14444,1737.32,840.299
46,0,53,2.68687,1727.91,841.806
47,0,54,3.17131,1719.36,842.564
48,0,55,4.06281,1703.31,855.287
49,0,56,4.83733,1689.11,864.606
50,0,57,5.74492,1672.17,879.71
51,0,58,6.39279,1659.86,886.04
52,0,59,7.08941,1646.39,894.591
53,0,60,7.61609,1636.03,898.285
54,0,61,7.70663,1634.22,894.871
55,0,62,7.754,1633.26,891.366
56,0,63,7.62817,1635.86,888.366
57,0,64,7.57561,1636.96,885.023
58,0,65,7.55277,1637.45,881.67
59,0,66,7.61276,1636.15,878.497
60,0,67,7.60279,1636.37,875.254
61,0,68,7.6437,1635.46,872.136
62,0,69,7.92268,1629.13,872.464
63,0,70,8.37577,1618.71,878.934
64,0,71,8.88969,1606.72,888.665
65,0,72,9.40492,1594.53,898.962
66,0,73,9.97434,1580.86,912.795
67,0,74,10.5038,1567.98,924.828
68,0,75,11.0768,1553.84,940.023
69,0,76,11.5678,1541.57,950.796
70,0,77,12.0065,1530.45,959.178
71,0,78,12.6157,1514.82,978.878
72,0,79,13.4814,1492.31,1022.33
73,0,80,13.3554,1495.63,1020.17
74,0,81,12.9164,1507.33,1029.78
75,0,82,12.3654,1522.21,1047.33
76,0,83,11.8276,1536.91,1064.4
77,0,84,11.4876,1546.32,1069.59
78,0,85,11.4508,1547.35,1066.56
79,0,86,11.506,1545.79,1063.73
80,0,87,11.7359,1539.19,1065.01
81,0,88,12.0138,1531.13,1068.55
82,0,89,12.4163,1519.33,1079.75
83,0,90,12.7315,1509.98,1085.74
84,0,91,12.9474,1503.5,1087.14
85,0,92,13.1247,1498.12,1087.26
86,0,93,13.381,1490.26,1090.97
87,0,94,13.676,1481.12,1097.13
88,0,95,13.8804,1474.71,1098.75
89,0,96,14.0785,1468.44,1100.28
90,0,97,14.082,1468.33,1097.46
91,0,98,13.9795,1471.64,1095.94
92,0,99,13.8781,1474.95,1094.47
93,0,100,13.7202,1480.17,1094.97
94,0,101,13.3907,1491.15,1106.68
95,0,102,13.1026,1500.85,1115.28
96,0,103,12.8249,1510.29,1123.37
97,0,104,12.475,1522.3,1138.2
98,0,105,12.1774,1532.62,1148.47
99,0,106,11.9236,1541.5,1155.44
100,0,107,11.5691,1554.03,1172.05
101,0,108,11.2543,1565.26,1184.87
102,0,109,10.9385,1576.62,1198.12
103,0,110,10.6215,1588.14,1211.81
104,0,111,10.301,1599.89,1226.22
105,0,112,10.0008,1611,1238.81
106,0,113,9.7399,1620.74,1247.91
107,0,114,9.37692,1634.41,1268.52
108,0,115,9.05325,1646.71,1284.63
109,0,116,8.7479,1658.42,1298.96
110,0,117,8.44447,1670.15,1313.39
111,0,118,8.23067,1678.49,1319.35
112,0,119,8.13979,1682.06,1318.21
113,0,120,8.00942,1687.23,1318.92
114,0,121,7.86232,1693.12,1320.7
115,0,122,7.79339,1695.9,1319.03
116,0,123,7.62711,1702.66,1322.44
117,0,124,7.46315,1709.38,1325.85
118,0,125,7.28769,1716.64,1330.33
119,1,8,-115.639,2621.45,175.197
120,1,9,-126.217,2656.71,184.824
121,1,10,-131.427,2675.81,185.19
122,1,11,-133.216,2682.97,181.708
123,1,12,-121.896,2633.92,221.914
124,1,13,-109.106,2574.23,278.55
125,1,14,-96.332,2510.36,338.31
126,1,15,-82.0315,2434.09,417.9
127,1,16,-71.5081,2374.46,461.543
128,1,17,-61.4064,2313.85,507.1
129,1,18,-52.4999,2257.44,546.095
130,1,19,-45.9995,2214.11,567.078
131,1,20,-39.414,2168.01,593.403
132,1,21,-34.8381,2134.45,604.917
133,1,22,-32.1547,2113.88,605.453
134,1,23,-30.1254,2097.64,603.82
135,1,24,-29.164,2089.63,598.76
136,1,25,-29.0636,2088.76,592.697
137,1,26,-29.0817,2088.92,586.915
138,1,27,-28.5501,2083.96,582.041
139,1,28,-28.3491,2082.02,576.878
140,1,29,-27.0058,2068.59,577.167
141,1,30,-24.4968,2042.66,592.985
142,1,31,-21.7591,2013.46,614.968
143,1,32,-18.245,1974.8,657.101
144,1,33,-14.643,1933.98,703.575
145,1,34,-11.2641,1894.56,745.674
146,1,35,-8.20998,1857.91,780.989
147,1,36,-5.65679,1826.42,805.76
148,1,37,-3.84153,1803.43,816.746
149,1,38,-2.87686,1790.89,816.405
150,1,39,-1.83896,1777.05,817.573
151,1,40,-1.79838,1776.49,812.425
152,1,41,-1.46356,1771.81,808.234
153,1,42,-1.04724,1765.84,804.748
154,1,43,-0.954619,1764.48,800.102
155,1,44,-1.32357,1770.02,796.797
156,1,45,-1.17367,1767.72,792.562
157,1,46,-0.756432,1761.18,790.153
158,1,47,-0.170086,1751.8,790.044
159,1,48,0.795423,1736.03,797.897
160,1,49,1.547,1723.5,801.56
