benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Demographic,Q12673,AIC,"[26, 53, 83, 122]",1,0,26,253.90920379657996,1401.6912206902293,0.0056772089992591646,1,8,40.0
M4,Demographic,Q12673,AIC,"[26, 53, 83, 122]",2,26,53,253.05161339275577,1401.6912206902293,0.0056772089992591646,1,8,40.0
M4,Demographic,Q12673,AIC,"[26, 53, 83, 122]",3,53,83,356.23636157935033,1401.6912206902293,0.0056772089992591646,1,8,40.0
M4,Demographic,Q12673,AIC,"[26, 53, 83, 122]",4,83,122,538.4940419215432,1401.6912206902293,0.0056772089992591646,1,8,40.0
M4,Demographic,Q12673,QRMSE,"[26, 52, 71, 80, 91, 100, 109, 122]",1,0,26,276.01918146467193,3750.469997402497,0.0013537919985537883,1,8,40.0
M4,Demographic,Q12673,QRMSE,"[26, 52, 71, 80, 91, 100, 109, 122]",2,26,52,224.6500584439012,3750.469997402497,0.0013537919985537883,1,8,40.0
M4,Demographic,Q12673,QRMSE,"[26, 52, 71, 80, 91, 100, 109, 122]",3,52,71,483.9494355960283,3750.469997402497,0.0013537919985537883,1,8,40.0
M4,Demographic,Q12673,QRMSE,"[26, 52, 71, 80, 91, 100, 109, 122]",4,71,80,219.19201117301174,3750.469997402497,0.0013537919985537883,1,8,40.0
M4,Demographic,Q12673,QRMSE,"[26, 52, 71, 80, 91, 100, 109, 122]",5,80,91,479.60898840437096,3750.469997402497,0.0013537919985537883,1,8,40.0
M4,Demographic,Q12673,QRMSE,"[26, 52, 71, 80, 91, 100, 109, 122]",6,91,100,462.2091697779985,3750.469997402497,0.0013537919985537883,1,8,40.0
M4,Demographic,Q12673,QRMSE,"[26, 52, 71, 80, 91, 100, 109, 122]",7,100,109,637.6732475903657,3750.469997402497,0.0013537919985537883,1,8,40.0
M4,Demographic,Q12673,QRMSE,"[26, 52, 71, 80, 91, 100, 109, 122]",8,109,122,967.1679049521488,3750.469997402497,0.0013537919985537883,1,8,40.0
