benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Demographic,Q11846,AIC,"[12, 101, 126]",1,0,12,120.12619293453604,1371.6197513655402,0.00887700000021141,1,8,40.0
M4,Demographic,Q11846,AIC,"[12, 101, 126]",2,12,101,1000.414316262678,1371.6197513655402,0.00887700000021141,1,8,40.0
M4,Demographic,Q11846,AIC,"[12, 101, 126]",3,101,126,251.0792421683262,1371.6197513655402,0.00887700000021141,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",1,0,12,235.05464868839246,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",2,12,20,72.54866364493132,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",3,20,28,60.09903596081206,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",4,28,36,89.84919605244724,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",5,36,45,118.83253743681973,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",6,45,61,156.23058501041473,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",7,61,80,263.6379037615509,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",8,80,97,448.2548626158386,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",9,97,118,219.82772697835313,1844.541973973219,0.0013342909987841267,1,8,40.0
M4,Demographic,Q11846,QRMSE,"[12, 20, 28, 36, 45, 61, 80, 97, 118, 126]",10,118,126,180.20681382365868,1844.541973973219,0.0013342909987841267,1,8,40.0
