benchmark,category,series_id,cost_name,changepoints,seg_index,low,high,seg_cost,total_cost,time_sec,jump,min_size,pen
M4,Demographic,Q11974,AIC,"[17, 52, 83, 93, 111]",1,0,17,183.17018953120186,1412.4797426438868,0.0058384580006531905,1,8,40.0
M4,Demographic,Q11974,AIC,"[17, 52, 83, 93, 111]",2,17,52,428.85826807321706,1412.4797426438868,0.0058384580006531905,1,8,40.0
M4,Demographic,Q11974,AIC,"[17, 52, 83, 93, 111]",3,52,83,386.0631899240878,1412.4797426438868,0.0058384580006531905,1,8,40.0
M4,Demographic,Q11974,AIC,"[17, 52, 83, 93, 111]",4,83,93,115.62042297291451,1412.4797426438868,0.0058384580006531905,1,8,40.0
M4,Demographic,Q11974,AIC,"[17, 52, 83, 93, 111]",5,93,111,298.76767214246576,1412.4797426438868,0.0058384580006531905,1,8,40.0
M4,Demographic,Q11974,QRMSE,"[20, 28, 37, 55, 83, 93, 102, 111]",1,0,20,528.0357356506463,8550.945950925628,0.0009045829974638764,1,8,40.0
M4,Demographic,Q11974,QRMSE,"[20, 28, 37, 55, 83, 93, 102, 111]",2,20,28,225.6646839842378,8550.945950925628,0.0009045829974638764,1,8,40.0
M4,Demographic,Q11974,QRMSE,"[20, 28, 37, 55, 83, 93, 102, 111]",3,28,37,444.1572767080448,8550.945950925628,0.0009045829974638764,1,8,40.0
M4,Demographic,Q11974,QRMSE,"[20, 28, 37, 55, 83, 93, 102, 111]",4,37,55,673.094885407531,8550.945950925628,0.0009045829974638764,1,8,40.0
M4,Demographic,Q11974,QRMSE,"[20, 28, 37, 55, 83, 93, 102, 111]",5,55,83,1085.0377647869934,8550.945950925628,0.0009045829974638764,1,8,40.0
M4,Demographic,Q11974,QRMSE,"[20, 28, 37, 55, 83, 93, 102, 111]",6,83,93,471.8529648442951,8550.945950925628,0.0009045829974638764,1,8,40.0
M4,Demographic,Q11974,QRMSE,"[20, 28, 37, 55, 83, 93, 102, 111]",7,93,102,975.975440109775,8550.945950925628,0.0009045829974638764,1,8,40.0
M4,Demographic,Q11974,QRMSE,"[20, 28, 37, 55, 83, 93, 102, 111]",8,102,111,4147.127199434105,8550.945950925628,0.0009045829974638764,1,8,40.0
