x,N2093
0,2605.0
1,2510.0
2,3520.0
3,3200.0
4,2550.0
5,2640.0
6,2280.0
7,2620.0
8,1940.0
9,1415.0
10,1775.0
11,2320.0
12,2585.0
13,2885.0
14,2870.0
15,3010.0
16,2710.0
17,3070.0
18,2050.0
19,2315.0
20,2140.0
21,1950.0
22,3150.0
23,4510.0
24,3685.0
25,5125.0
26,5750.0
27,4580.0
28,4555.0
29,3430.0
30,2700.0
31,2010.0
32,1965.0
33,1185.0
34,2180.0
35,2705.0
36,3345.0
37,11760.0
38,3665.0
39,2490.0
40,2290.0
41,1600.0
42,1320.0
43,4950.0
44,1305.0
45,1310.0
46,2390.0
47,3685.0
48,3265.0
49,3770.0
50,4365.0
51,3380.0
52,2420.0
53,2490.0
54,1980.0
55,1710.0
56,1755.0
57,1465.0
58,1910.0
59,1885.0
60,2190.0
61,1840.0
62,2435.0
63,3060.0
64,2320.0
65,4155.0
66,2045.0
67,1915.0
68,1610.0
69,1305.0
70,2205.0
71,3160.0
72,3315.0
73,3595.0
74,4480.0
75,3615.0
76,3035.0
77,2110.0
78,1825.0
79,2260.0
80,1320.0
81,1460.0
82,2420.0
83,3145.0
84,3965.0
85,3830.0
86,3125.0
87,2720.0
88,2130.0
89,1765.0
90,1260.0
91,965.0
92,935.0
93,1035.0
94,1115.0
95,935.0
96,1980.0
97,900.0
98,880.0
99,815.0
100,380.0
101,275.0
102,105.0
103,1305.0
104,1730.0
105,1570.0
106,2645.0
107,15745.0
108,2145.0
109,2495.0
110,2975.0
111,2645.0
112,2560.0
113,2110.0
114,2000.0
115,1975.0
116,1475.0
117,1730.0
118,2900.0
119,3405.0
120,3130.0
121,3490.0
122,3675.0
123,2705.0
124,2440.0
125,2615.0
126,1515.0
127,1245.0
128,1245.0
129,1120.0
130,1895.0
131,3160.0
132,2240.0
133,3420.0
134,3095.0
135,3050.0
136,3360.0
137,1165.0
138,4250.0
139,2400.0
140,2330.0
141,2475.0
142,2480.0
143,3250.0
