x,N2596
0,1819.6
1,1312.4
2,2584.0
3,1479.6
4,1742.0
5,2639.2
6,1706.0
7,1408.0
8,1951.6
9,1690.4
10,2288.4
11,2912.0
12,1460.8
13,1009.6
14,2410.0
15,1603.2
16,2115.2
17,2330.0
18,1690.0
19,1358.0
20,1806.8
21,1973.6
22,1402.0
23,1857.6
24,1974.4
25,1438.0
26,1923.2
27,1996.8
28,2238.8
29,2540.4
30,1704.4
31,1856.0
32,2214.8
33,1948.0
34,1802.0
35,1431.6
36,2857.6
37,1784.0
38,2770.8
39,2313.6
40,3707.6
41,4322.4
42,3297.6
43,2223.6
44,2136.4
45,2459.2
46,1650.4
47,2921.2
48,1979.6
49,1403.2
50,2374.0
51,2876.4
52,2500.0
53,3888.0
54,1508.8
55,1011.2
56,1590.8
57,2076.4
58,3736.0
59,2125.6
60,982.8
61,2034.8
62,2260.0
63,1726.0
64,2270.4
65,1951.6
66,2104.4
67,2972.8
68,2834.4
69,4227.6
70,3392.4
71,3069.2
72,3138.8
73,3570.0
74,4800.4
75,4769.2
76,5124.8
77,3476.8
78,2866.8
79,2549.2
80,2728.0
81,2448.8
82,3286.8
83,2830.0
84,3251.2
85,4188.8
86,2747.6
87,2269.2
88,2493.2
89,2147.6
90,2689.2
91,3557.2
92,2840.0
93,3979.6
94,2683.2
95,2852.0
96,3012.8
97,2950.8
98,3065.2
99,3942.4
100,4272.0
101,4564.0
102,5222.8
103,5164.4
104,3883.6
105,4103.2
106,5244.0
107,8071.6
108,5441.6
109,7496.0
110,10100.4
111,9616.0
112,5645.6
113,10490.0
114,5582.0
115,7579.2
116,4023.6
117,8146.4
118,8534.4
119,10113.6
120,8504.4
121,9782.4
122,13110.0
123,8192.8
124,8708.8
125,9528.8
126,8829.2
127,7619.2
128,11616.8
129,8026.4
130,6762.0
131,8175.6
132,8069.6
133,9278.4
134,8337.2
135,7315.2
136,7854.4
137,12246.0
138,7712.8
139,6390.8
140,6291.2
141,5196.4
142,6574.4
143,4168.4
