x,N2549
0,2693.84
1,2671.66
2,2610.72
3,2635.86
4,2682.88
5,2718.18
6,2726.1
7,2749.24
8,2762.04
9,2864.16
10,2872.72
11,2963.82
12,3137.3
13,3237.8
14,3225.66
15,3262.06
16,3315.22
17,3332.92
18,3376.94
19,3370.38
20,3435.44
21,3567.48
22,3590.4
23,3752.0
24,3716.78
25,3744.78
26,3748.02
27,3812.78
28,3868.34
29,3965.64
30,3985.96
31,4031.36
32,4099.44
33,4117.54
34,4210.92
35,4373.08
36,4338.74
37,4363.6
38,4374.12
39,4442.5
40,4416.1
41,4407.18
42,4453.22
43,4422.18
44,4538.82
45,4541.88
46,4665.02
47,4747.72
48,4724.98
49,4636.88
50,4522.14
51,4622.6
52,4647.22
53,4623.86
54,4642.56
55,4701.18
56,4718.24
57,4771.66
58,4656.96
59,4595.48
60,4818.74
61,4733.5
62,4780.52
63,4869.12
64,4838.2
65,4889.4
66,4899.88
67,4952.3
68,4867.16
69,4864.26
70,4951.32
71,5013.34
72,5051.66
73,5138.12
74,5151.7
75,5004.62
76,5119.38
77,5081.08
78,4984.56
79,4983.58
80,5093.08
81,5140.52
82,5187.3
83,5186.68
84,5247.52
85,5159.34
86,5082.14
87,5102.58
88,5114.4
89,5071.18
90,5111.32
91,5205.24
92,5165.96
93,5160.92
94,5152.7
95,5866.14
96,5561.4
97,5374.18
98,5416.56
99,5433.0
100,5370.5
101,5416.26
102,5316.78
103,5289.48
104,5380.84
105,5243.82
106,5255.52
107,5481.56
108,5419.76
109,5427.98
110,5437.94
111,5442.92
112,5241.3
113,5302.9
114,5189.54
115,5231.68
116,4146.46
117,5212.98
118,5221.36
119,5420.42
120,5323.94
121,5349.12
122,5302.46
123,5377.74
124,5415.88
125,5522.26
126,5699.06
127,5671.88
128,5776.52
129,5799.06
130,5960.64
131,6124.84
132,6074.36
133,6045.16
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
