x,N2283
0,4700.0
1,4745.0
2,4730.0
3,4780.0
4,4755.0
5,4690.0
6,4700.0
7,4755.0
8,4710.0
9,4710.0
10,4715.0
11,4710.0
12,4750.0
13,4700.0
14,4660.0
15,4705.0
16,4640.0
17,4630.0
18,4610.0
19,4645.0
20,4700.0
21,4735.0
22,4675.0
23,4835.0
24,4765.0
25,4845.0
26,4915.0
27,4940.0
28,4990.0
29,5050.0
30,5065.0
31,5050.0
32,5065.0
33,5125.0
34,5105.0
35,5160.0
36,5135.0
37,5160.0
38,5160.0
39,5205.0
40,5205.0
41,5225.0
42,5265.0
43,5245.0
44,5215.0
45,5190.0
46,5255.0
47,5250.0
48,5285.0
49,5250.0
50,5245.0
51,5160.0
52,5185.0
53,5170.0
54,5120.0
55,5100.0
56,5060.0
57,5015.0
58,5045.0
59,5045.0
60,5010.0
61,5030.0
62,5015.0
63,5030.0
64,5035.0
65,4995.0
66,5015.0
67,4980.0
68,5015.0
69,4965.0
70,4880.0
71,4800.0
72,4805.0
73,4700.0
74,4670.0
75,4670.0
76,4690.0
77,4790.0
78,4735.0
79,4780.0
80,4820.0
81,4775.0
82,4790.0
83,4755.0
84,4700.0
85,4765.0
86,4775.0
87,4790.0
88,4810.0
89,4795.0
90,4785.0
91,4790.0
92,4755.0
93,4815.0
94,4815.0
95,4835.0
96,4890.0
97,4905.0
98,4940.0
99,4960.0
100,4925.0
101,4915.0
102,4980.0
103,4980.0
104,4980.0
105,5035.0
106,5105.0
107,5145.0
108,5180.0
109,5200.0
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
