x,N2367
0,9858.4
1,9653.2
2,9784.4
3,9926.8
4,9796.0
5,10409.6
6,10256.8
7,10325.6
8,10622.4
9,10662.8
10,11017.6
11,11483.2
12,11301.2
13,11364.0
14,11435.2
15,11447.2
16,11754.4
17,11838.8
18,11794.0
19,12008.4
20,11860.4
21,12173.2
22,12346.8
23,12306.0
24,12092.4
25,12255.6
26,12504.4
27,12254.0
28,12430.0
29,12314.0
30,12266.0
31,12582.8
32,12415.2
33,12566.4
34,12596.0
35,12584.8
36,12726.4
37,12498.4
38,12292.8
39,12566.8
40,12262.8
41,12441.6
42,12340.4
43,12335.6
44,12202.0
45,12562.4
46,12209.2
47,12786.4
48,12422.4
49,12726.0
50,12650.0
51,12623.6
52,12351.2
53,12650.4
54,12898.0
55,12455.2
56,13080.8
57,13152.8
58,13089.6
59,13460.8
60,13428.8
61,13600.0
62,13888.4
63,13903.2
64,14119.2
65,14164.0
66,14156.0
67,14176.0
68,14401.6
69,14475.6
70,14400.8
71,14892.0
72,14899.2
73,14858.8
74,14765.6
75,14967.2
76,14889.6
77,14788.0
78,14289.2
79,15356.0
80,15174.4
81,14573.6
82,14855.2
83,15086.4
84,14450.4
85,15676.4
86,15419.6
87,15111.6
88,15296.8
89,15748.0
90,15376.0
91,15879.6
92,15658.4
93,15856.4
94,15114.8
95,15135.6
96,14916.0
97,15053.2
98,14234.0
99,15185.2
100,15417.6
101,15267.6
102,15386.0
103,15317.6
104,15625.6
105,15882.0
106,15915.2
107,14767.6
108,15114.4
109,15647.2
110,16000.0
111,15710.8
112,15466.8
113,16262.0
114,15870.4
115,15826.0
116,16083.6
117,16124.8
118,16546.0
119,17426.4
120,16949.2
121,17015.2
122,17592.4
123,17174.0
124,17192.4
125,17570.4
126,16542.0
127,17654.8
128,17662.8
129,17870.0
130,18671.2
131,19480.0
132,18670.4
133,19216.8
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
