x,N1416
0,680.0
1,2020.0
2,1780.0
3,1720.0
4,6380.0
5,1320.0
6,2540.0
7,1780.0
8,1040.0
9,1720.0
10,1480.0
11,2200.0
12,1600.0
13,2240.0
14,1300.0
15,3320.0
16,880.0
17,2580.0
18,460.0
19,880.0
20,760.0
21,2220.0
22,2340.0
23,1900.0
24,2100.0
25,3100.0
26,1980.0
27,1740.0
28,1880.0
29,3600.0
30,1540.0
31,1560.0
32,2320.0
33,1240.0
34,2540.0
35,2760.0
36,960.0
37,2920.0
38,1220.0
39,1840.0
40,1560.0
41,340.0
42,720.0
43,760.0
44,1560.0
45,1380.0
46,940.0
47,2260.0
48,2300.0
49,2860.0
50,3300.0
51,2000.0
52,2920.0
53,1300.0
54,2720.0
55,2740.0
56,840.0
57,1280.0
58,2140.0
59,580.0
60,980.0
61,1880.0
62,2460.0
63,1680.0
64,1340.0
65,840.0
66,1860.0
67,1360.0
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
