x,N2030
0,2960.0
1,2890.0
2,2970.0
3,2720.0
4,3650.0
5,2750.0
6,2970.0
7,2950.0
8,2870.0
9,3180.0
10,3330.0
11,3280.0
12,3000.0
13,3150.0
14,3480.0
15,2930.0
16,4140.0
17,3150.0
18,3190.0
19,3430.0
20,2930.0
21,3250.0
22,3380.0
23,3150.0
24,3310.0
25,2980.0
26,4040.0
27,2900.0
28,3380.0
29,3050.0
30,2590.0
31,3120.0
32,2720.0
33,2700.0
34,2930.0
35,3030.0
36,3450.0
37,3220.0
38,3340.0
39,2680.0
40,3760.0
41,3170.0
42,2980.0
43,2930.0
44,2530.0
45,3680.0
46,2880.0
47,2440.0
48,2450.0
49,2810.0
50,2690.0
51,2780.0
52,2740.0
53,2600.0
54,2620.0
55,3180.0
56,4910.0
57,2750.0
58,3400.0
59,2390.0
60,2800.0
61,2400.0
62,3070.0
63,2730.0
64,3430.0
65,3240.0
66,2970.0
67,3180.0
68,3010.0
69,3910.0
70,3280.0
71,3130.0
72,3060.0
73,3810.0
74,3090.0
75,3070.0
76,3510.0
77,3270.0
78,3240.0
79,3530.0
80,3500.0
81,3120.0
82,3760.0
83,3770.0
84,2840.0
85,3450.0
86,4170.0
87,3040.0
88,3450.0
89,3480.0
90,3560.0
91,3510.0
92,3080.0
93,3220.0
94,3640.0
95,3080.0
96,3470.0
97,3040.0
98,1320.0
99,3170.0
100,3830.0
101,3360.0
102,3640.0
103,3830.0
104,3440.0
105,3370.0
106,4240.0
107,2680.0
108,4000.0
109,3560.0
110,4060.0
111,3420.0
112,3520.0
113,3540.0
114,3640.0
115,3450.0
116,4950.0
117,3500.0
118,3730.0
119,3760.0
120,3540.0
121,3890.0
122,4180.0
123,3880.0
124,3760.0
125,3760.0
126,3770.0
127,4170.0
128,3440.0
129,3960.0
130,3860.0
131,2850.0
132,5170.0
133,3580.0
134,4250.0
135,3800.0
136,3820.0
137,3540.0
138,3250.0
139,4280.0
140,3890.0
141,4010.0
142,3520.0
143,3620.0
