x,N1414
0,1100.0
1,1700.0
2,3950.0
3,2700.0
4,6650.0
5,3700.0
6,3500.0
7,1750.0
8,2400.0
9,2450.0
10,5200.0
11,2900.0
12,3000.0
13,6250.0
14,6350.0
15,5700.0
16,2100.0
17,2250.0
18,1450.0
19,2750.0
20,2350.0
21,6800.0
22,3950.0
23,4950.0
24,3200.0
25,5700.0
26,3150.0
27,2400.0
28,1300.0
29,4700.0
30,6600.0
31,1350.0
32,4950.0
33,2200.0
34,4850.0
35,2350.0
36,2400.0
37,1500.0
38,3300.0
39,2100.0
40,3800.0
41,1550.0
42,4700.0
43,2150.0
44,550.0
45,3950.0
46,550.0
47,2000.0
48,4150.0
49,5900.0
50,2700.0
51,2500.0
52,4650.0
53,2750.0
54,9250.0
55,2100.0
56,1650.0
57,2150.0
58,5000.0
59,2550.0
60,3750.0
61,3100.0
62,3000.0
63,2250.0
64,1650.0
65,3800.0
66,6850.0
67,2100.0
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
