x,N1989
0,4580.0
1,4880.0
2,4960.0
3,5060.0
4,4960.0
5,5240.0
6,5320.0
7,5380.0
8,5260.0
9,5360.0
10,5260.0
11,5560.0
12,5460.0
13,4940.0
14,5040.0
15,4900.0
16,4520.0
17,4600.0
18,4100.0
19,4540.0
20,4980.0
21,4840.0
22,4620.0
23,5200.0
24,5080.0
25,4400.0
26,4560.0
27,4420.0
28,4420.0
29,4640.0
30,4660.0
31,4260.0
32,3860.0
33,3660.0
34,3640.0
35,3880.0
36,4140.0
37,4480.0
38,4940.0
39,4300.0
40,4220.0
41,4420.0
42,3900.0
43,3920.0
44,3600.0
45,3800.0
46,3720.0
47,3580.0
48,3880.0
49,4140.0
50,4220.0
51,3600.0
52,3780.0
53,4240.0
54,4140.0
55,4420.0
56,4520.0
57,4300.0
58,4240.0
59,3900.0
60,4920.0
61,4580.0
62,4840.0
63,5200.0
64,4280.0
65,4500.0
66,4420.0
67,4520.0
68,4440.0
69,3980.0
70,3920.0
71,4240.0
72,4220.0
73,4560.0
74,5300.0
75,4760.0
76,4960.0
77,4960.0
78,4780.0
79,4380.0
80,4800.0
81,4900.0
82,4080.0
83,4320.0
84,3700.0
85,3620.0
86,4020.0
87,4280.0
88,4920.0
89,4460.0
90,4540.0
91,3880.0
92,3800.0
93,3580.0
94,3300.0
95,3760.0
96,5300.0
97,5020.0
98,4960.0
99,5320.0
100,4960.0
101,5000.0
102,5060.0
103,4960.0
104,4840.0
105,4820.0
106,4740.0
107,4960.0
108,4500.0
109,4740.0
110,4860.0
111,4560.0
112,4360.0
113,4280.0
114,4620.0
115,4300.0
116,4300.0
117,3780.0
118,4120.0
119,4340.0
120,4540.0
121,4440.0
122,4760.0
123,4420.0
124,4980.0
125,4860.0
126,4820.0
127,4820.0
128,4480.0
129,4500.0
130,5080.0
131,4140.0
132,4600.0
133,4660.0
134,4000.0
135,3900.0
136,3980.0
137,3880.0
138,3560.0
139,3380.0
140,3280.0
141,3900.0
142,3820.0
143,3920.0
