x,N2357
0,4164.5
1,4141.3
2,4194.85
3,4229.45
4,4294.7
5,4370.05
6,4366.1
7,4439.2
8,4470.25
9,4482.9
10,4529.1
11,4560.55
12,4573.0
13,4571.15
14,4658.5
15,4685.45
16,4651.8
17,4651.65
18,4676.65
19,4649.35
20,4618.35
21,4625.15
22,4625.75
23,4679.4
24,4617.55
25,4657.0
26,4719.55
27,4666.35
28,4713.15
29,4645.35
30,4630.9
31,4634.0
32,4592.95
33,4618.9
34,4718.45
35,4697.35
36,4737.1
37,4614.75
38,4494.75
39,4538.65
40,4534.55
41,4533.9
42,4461.15
43,4547.8
44,4586.45
45,4548.45
46,4588.9
47,4652.25
48,4662.3
49,4791.05
50,4794.8
51,4830.85
52,4855.25
53,4919.25
54,4995.6
55,4916.25
56,5010.2
57,5007.75
58,5040.85
59,5066.1
60,5083.6
61,5104.95
62,5188.65
63,5217.5
64,5224.2
65,5316.6
66,5317.1
67,5344.8
68,5332.55
69,5309.4
70,5369.9
71,5501.55
72,5539.45
73,5543.55
74,5532.35
75,5624.7
76,5611.55
77,5592.4
78,5503.4
79,5529.3
80,5490.3
81,5526.8
82,5533.75
83,5562.9
84,5681.55
85,5703.5
86,5768.2
87,5741.35
88,5740.8
89,5736.65
90,5738.2
91,5993.8
92,6001.65
93,6126.05
94,6074.35
95,5894.8
96,5877.7
97,5824.55
98,5713.7
99,5783.1
100,5842.5
101,5758.95
102,5794.55
103,5830.55
104,5810.45
105,5891.15
106,5880.85
107,5782.45
108,5753.3
109,5810.8
110,5867.3
111,5922.85
112,5934.55
113,6014.65
114,6058.8
115,5873.5
116,6010.25
117,5951.7
118,5990.25
119,6119.05
120,6102.0
121,6133.35
122,6172.1
123,6158.1
124,6085.0
125,6162.85
126,6121.15
127,6101.75
128,6128.35
129,6115.9
130,6145.45
131,6177.0
132,6181.05
133,6250.2
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
