x,N1552
0,3400.0
1,2400.0
2,4450.0
3,2750.0
4,3250.0
5,4500.0
6,2250.0
7,5850.0
8,5250.0
9,4200.0
10,3700.0
11,4250.0
12,4250.0
13,3450.0
14,2800.0
15,4900.0
16,4700.0
17,4500.0
18,5000.0
19,4750.0
20,3800.0
21,4050.0
22,4450.0
23,4650.0
24,6000.0
25,3900.0
26,3650.0
27,3450.0
28,5400.0
29,3650.0
30,3800.0
31,3600.0
32,3950.0
33,3700.0
34,4100.0
35,3450.0
36,3100.0
37,3300.0
38,3300.0
39,4450.0
40,2950.0
41,4150.0
42,4350.0
43,3650.0
44,4600.0
45,3650.0
46,3350.0
47,5100.0
48,4150.0
49,3500.0
50,4950.0
51,3550.0
52,3750.0
53,3550.0
54,3900.0
55,4550.0
56,4150.0
57,2950.0
58,4700.0
59,3100.0
60,3350.0
61,2150.0
62,4000.0
63,3900.0
64,3100.0
65,4050.0
66,2500.0
67,3700.0
68,4600.0
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
