x,N2760
0,5500.0
1,5000.0
2,5400.0
3,5400.0
4,5900.0
5,5500.0
6,5700.0
7,5500.0
8,5400.0
9,5500.0
10,5000.0
11,5100.0
12,5300.0
13,4900.0
14,4900.0
15,4700.0
16,4600.0
17,4900.0
18,4900.0
19,4900.0
20,4800.0
21,4400.0
22,4700.0
23,5100.0
24,5200.0
25,5100.0
26,5000.0
27,4900.0
28,5100.0
29,5100.0
30,5200.0
31,5200.0
32,5700.0
33,5600.0
34,6600.0
35,7200.0
36,8100.0
37,8100.0
38,8500.0
39,8600.0
40,8600.0
41,8100.0
42,7900.0
43,7700.0
44,7500.0
45,7800.0
46,7800.0
47,8000.0
48,7500.0
49,7500.0
50,7300.0
51,7400.0
52,6800.0
53,7100.0
54,7600.0
55,7700.0
56,7500.0
57,7600.0
58,7700.0
59,7600.0
60,6900.0
61,7200.0
62,7200.0
63,7000.0
64,6600.0
65,7200.0
66,6900.0
67,7100.0
68,7000.0
69,6800.0
70,7100.0
71,6700.0
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
