x,N1520
0,6200.0
1,4900.0
2,4650.0
3,4950.0
4,5400.0
5,5500.0
6,5450.0
7,7450.0
8,3850.0
9,6350.0
10,4900.0
11,4700.0
12,7500.0
13,4950.0
14,4350.0
15,6950.0
16,7250.0
17,5950.0
18,7200.0
19,6050.0
20,6150.0
21,7600.0
22,6450.0
23,5050.0
24,6600.0
25,5400.0
26,5150.0
27,5600.0
28,5300.0
29,5450.0
30,7950.0
31,6100.0
32,5650.0
33,5900.0
34,6500.0
35,6050.0
36,4350.0
37,5450.0
38,7250.0
39,7100.0
40,5650.0
41,5200.0
42,6250.0
43,6250.0
44,5250.0
45,6350.0
46,6500.0
47,7800.0
48,5650.0
49,4450.0
50,5600.0
51,4400.0
52,7500.0
53,6800.0
54,5050.0
55,4400.0
56,5500.0
57,5450.0
58,5350.0
59,4800.0
60,6600.0
61,6200.0
62,5850.0
63,3850.0
64,5800.0
65,5800.0
66,3450.0
67,6350.0
68,4450.0
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
