x,N2690
0,4985.0
1,4969.0
2,4980.0
3,4989.0
4,4993.0
5,4995.0
6,4997.0
7,4362.0
8,5047.0
9,5044.0
10,5032.0
11,5036.0
12,5091.0
13,5101.0
14,5122.0
15,5126.0
16,5144.0
17,5164.0
18,5164.0
19,5181.0
20,5187.0
21,5196.0
22,5192.0
23,5201.0
24,5215.0
25,5220.0
26,5210.0
27,5222.0
28,5229.0
29,5233.0
30,5237.0
31,5223.0
32,5244.0
33,5251.0
34,5251.0
35,5256.0
36,5261.0
37,5253.0
38,5251.0
39,5245.0
40,5249.0
41,5148.0
42,5245.0
43,5219.0
44,5262.0
45,5260.0
46,5283.0
47,5291.0
48,5299.0
49,5308.0
50,5319.0
51,5343.0
52,5341.0
53,5342.0
54,5349.0
55,5366.0
56,5394.0
57,5412.0
58,5428.0
59,5439.0
60,5445.0
61,5462.0
62,5482.0
63,5491.0
64,5497.0
65,5515.0
66,5526.0
67,5533.0
68,5536.0
69,5544.0
70,5559.0
71,5571.0
72,5588.0
73,5602.0
74,5587.0
75,5607.0
76,5621.0
77,5635.0
78,5651.0
79,5540.0
80,5625.0
81,5638.0
82,5661.0
83,5741.0
84,5754.0
85,5766.0
86,5772.0
87,5776.0
88,5794.0
89,5804.0
90,5799.0
91,5804.0
92,5811.0
93,5812.0
94,5805.0
95,5818.0
96,5813.0
97,5777.0
98,5768.0
99,5762.0
100,5763.0
101,5755.0
102,5757.0
103,5763.0
104,5754.0
105,5750.0
106,5745.0
107,5739.0
108,5717.0
109,5719.0
110,5716.0
111,5713.0
112,5711.0
113,5711.0
114,5707.0
115,5701.0
116,5704.0
117,5699.0
118,5699.0
119,5707.0
120,5719.0
121,5725.0
122,5724.0
123,5720.0
124,5719.0
125,5711.0
126,5709.0
127,5690.0
128,5692.0
129,5693.0
130,5700.0
131,5697.0
132,5708.0
133,5716.0
134,5737.0
135,
136,
137,
138,
139,
140,
141,
142,
143,
