x,N2751
0,7906.0
1,7114.0
2,8270.0
3,5896.0
4,5813.0
5,5817.0
6,4959.0
7,4284.0
8,5711.0
9,6275.0
10,6843.0
11,6067.0
12,5867.0
13,6996.0
14,6037.0
15,5133.0
16,5564.0
17,6875.0
18,5426.0
19,4904.0
20,5809.0
21,6112.0
22,7471.0
23,6453.0
24,7886.0
25,6969.0
26,8077.0
27,7523.0
28,6288.0
29,5978.0
30,6198.0
31,4558.0
32,4664.0
33,4351.0
34,1511.0
35,4035.0
36,5755.0
37,4338.0
38,3575.0
39,4130.0
40,3748.0
41,3753.0
42,3679.0
43,3499.0
44,4289.0
45,5267.0
46,4305.0
47,5484.0
48,4252.0
49,5740.0
50,4825.0
51,5127.0
52,4242.0
53,4826.0
54,3287.0
55,4675.0
56,5293.0
57,4933.0
58,4598.0
59,5576.0
60,4661.0
61,4579.0
62,5617.0
63,3948.0
64,4209.0
65,3992.0
66,3382.0
67,4062.0
68,4591.0
69,4396.0
70,4170.0
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
