x,N2778
0,4040.0
1,3710.0
2,2630.0
3,4760.0
4,2990.0
5,3680.0
6,4940.0
7,4130.0
8,2780.0
9,5660.0
10,4130.0
11,4940.0
12,2840.0
13,3260.0
14,3020.0
15,2870.0
16,4640.0
17,3110.0
18,2990.0
19,4340.0
20,4400.0
21,4880.0
22,4190.0
23,4010.0
24,4670.0
25,3950.0
26,3440.0
27,3320.0
28,3980.0
29,3350.0
30,3200.0
31,5000.0
32,4550.0
33,3200.0
34,2870.0
35,3440.0
36,3110.0
37,2930.0
38,3470.0
39,3620.0
40,4400.0
41,4100.0
42,2870.0
43,4190.0
44,3140.0
45,2240.0
46,4460.0
47,4010.0
48,3710.0
49,5510.0
50,3950.0
51,4220.0
52,2990.0
53,4130.0
54,3020.0
55,3200.0
56,2630.0
57,2660.0
58,3980.0
59,2930.0
60,3980.0
61,2900.0
62,2930.0
63,3200.0
64,4550.0
65,3860.0
66,3620.0
67,3590.0
68,2150.0
69,2390.0
70,3860.0
71,2210.0
72,4790.0
73,3920.0
74,3050.0
75,3440.0
76,3980.0
77,2990.0
78,7040.0
79,3920.0
80,3260.0
81,2630.0
82,4640.0
83,2540.0
84,2720.0
85,3200.0
86,2120.0
87,3410.0
88,4670.0
89,3770.0
90,3560.0
91,2870.0
92,4430.0
93,3680.0
94,3470.0
95,3470.0
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
