x,N2828
0,3004.6
1,2983.4
2,2983.4
3,2974.9
4,2989.7
5,3006.7
6,3006.7
7,3000.4
8,2989.7
9,2991.9
10,2979.1
11,2966.4
12,2938.8
13,2934.5
14,2938.8
15,2906.9
16,2919.7
17,2930.3
18,2940.9
19,2985.5
20,2989.7
21,2983.4
22,2991.9
23,3011.0
24,3047.1
25,3081.1
26,3093.8
27,3095.9
28,3066.2
29,3066.2
30,3087.4
31,3059.8
32,3068.3
33,3057.7
34,3074.7
35,3070.4
36,3057.7
37,3049.2
38,3002.5
39,2977.0
40,2951.5
41,2870.8
42,2868.7
43,2921.8
44,2900.6
45,2911.2
46,2902.7
47,2896.3
48,2898.4
49,2902.7
50,2898.4
51,2898.4
52,2870.8
53,2870.8
54,2870.8
55,2875.1
56,2877.2
57,2881.5
58,2873.0
59,2849.6
60,2849.6
61,2832.6
62,2819.9
63,2807.1
64,2830.5
65,2768.9
66,2768.9
67,2743.4
68,2730.7
69,2709.5
70,2679.7
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
