x,N2827
0,4142.8
1,4096.0
2,4074.8
3,4015.3
4,3964.4
5,3919.8
6,3898.6
7,3877.3
8,3832.7
9,3807.3
10,3756.3
11,3696.8
12,3711.7
13,3675.6
14,3569.4
15,3544.0
16,3454.8
17,3461.1
18,3418.7
19,3408.1
20,3361.3
21,3348.6
22,3350.7
23,3335.9
24,3304.0
25,3297.6
26,3280.7
27,3282.8
28,3180.9
29,3166.0
30,3219.1
31,3121.4
32,3055.6
33,3021.6
34,2996.1
35,2945.2
36,2898.4
37,2877.2
38,2856.0
39,2764.7
40,2764.7
41,2779.5
42,2756.2
43,2741.3
44,2751.9
45,2696.7
46,2639.4
47,2605.4
48,2586.3
49,2526.8
50,2499.2
51,2520.5
52,2522.6
53,2520.5
54,2531.1
55,2480.1
56,2473.8
57,2431.3
58,2420.7
59,2390.9
60,2333.6
61,2269.9
62,2244.4
63,2199.8
64,2178.6
65,2129.8
66,2078.8
67,2021.5
68,2019.4
69,2038.5
70,2047.0
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,
143,
